location.district,operation_type.name,property_type,build_area,longitud,latitud,years_old,bathrooms,bedrooms,garages,has_swimming_pool,usd_price
miraflores,Comprar,departamento,127.0,-77.0300365,-12.117776600000001,10.0,1.0,1.0,1.0,False,292000.0
pueblo libre,Alquilar,departamento,120.0,-77.05673,-12.078473990388348,14.0,2.0,2.0,1.0,False,210000.0
san isidro,Alquilar,departamento,392.0,-77.0246911,-12.0914281,0.0,2.0,3.0,0.0,False,799000.0
chorrillos,Comprar,departamento,120.0,-77.0037691,-12.1927246,1.0,2.0,2.0,0.0,False,272000.0
santa anita,Comprar,departamento,362.0,-76.97036729999998,-12.043303100000001,6.0,2.0,3.0,0.0,False,780000.0
santiago de surco,Comprar,departamento,215.0,-76.9769152,-12.119541400000001,2.0,2.0,2.0,1.0,False,372964.0
barranco,Alquilar,departamento,160.0,-77.0221186,-12.1411508,4.0,1.0,1.0,0.0,False,335000.0
magdalena,Comprar,departamento,120.0,-77.06956,-12.095590099999999,22.0,2.0,3.0,0.0,False,118000.0
pueblo libre,Alquilar,departamento,64.0,-77.05474257221374,-12.068313604564064,0.0,2.0,2.0,0.0,False,79340.76
pueblo libre,Alquilar,departamento,106.0,-77.06536453251037,-12.074770184475447,5.0,2.0,3.0,0.0,False,175000.0
miraflores,Alquilar,departamento,505.0,-77.0166873,-12.1303315,20.0,3.0,3.0,2.0,False,789000.0
san borja,Alquilar,departamento,61.0,-76.98926379999999,-12.0828588,0.0,1.0,2.0,0.0,False,90000.0
miraflores,Alquilar,departamento,125.0,-77.0211403,-12.1232474,15.0,1.0,1.0,0.0,False,297000.0
la molina,Alquilar,departamento,124.0,-76.93780109999999,-12.1136366,10.0,1.0,2.0,1.0,False,247551.228
chorrillos,Alquilar,departamento,85.0,-76.99075065918595,-12.169288150037275,0.0,2.0,3.0,1.0,False,167500.0
san isidro,Alquilar,departamento,90.0,-77.02092386508177,-12.092865500000006,20.0,1.0,1.0,0.0,False,130000.0
san isidro,Alquilar,departamento,53.0,-77.0576472111145,-12.104859112844705,3.0,2.0,2.0,2.0,False,84000.0
san borja,Alquilar,departamento,200.0,-76.9993035,-12.0929397,0.0,0.0,0.0,0.0,False,205000.0
miraflores,Alquilar,departamento,188.0,-77.02881504650767,-12.128175349653315,2.0,1.0,2.0,0.0,False,385000.0
surquillo,Alquilar,departamento,93.0,-77.0044293,-12.117363000000001,1.0,2.0,2.0,1.0,False,180000.0
san miguel,Alquilar,departamento,431.0,-77.0889078,-12.081762,12.0,1.0,3.0,2.0,False,788000.0
la molina,Comprar,departamento,180.0,-76.9545946,-12.069111999999999,5.0,5.0,4.0,1.0,False,388000.0
santiago de surco,Alquilar,departamento,108.0,-76.97329170370482,-12.096692551425463,5.0,3.0,2.0,1.0,False,230000.0
la molina,Comprar,departamento,822.0,-76.9545946,-12.069111999999999,5.0,1.0,1.0,0.0,False,2500000.0
la molina,Comprar,departamento,433.0,-76.9545946,-12.069111999999999,5.0,2.0,3.0,1.0,False,1300000.0
jesus maria,Alquilar,departamento,148.0,-77.0488287,-12.0790868,4.0,4.0,4.0,1.0,False,338000.0
la molina,Comprar,casa,505.0,-76.9545946,-12.069111999999999,5.0,7.0,4.0,2.0,False,789000.0
san juan de lurigancho,Comprar,casa,55.0,-76.99076690000001,-11.9775261,11.0,8.0,3.0,0.0,False,200000.0
la molina,Comprar,casa,200.0,-76.95160179999998,-12.0901909,20.0,3.0,6.0,3.0,False,280000.0
rimac,Comprar,casa,160.0,-77.036073,-12.034386900000001,10.0,2.0,4.0,0.0,False,328000.0
san miguel,Alquilar,casa,138.0,-77.0770936,-12.0935209,10.0,2.0,3.0,0.0,False,308000.0
miraflores,Comprar,departamento,200.0,-77.03375510674591,-12.124831194150666,3.0,3.0,3.0,3.0,False,315000.0
miraflores,Comprar,departamento,175.0,-77.04222340000003,-12.115355699999999,12.0,3.0,2.0,1.0,False,420000.0
la molina,Comprar,departamento,117.0,-76.95084370118867,-12.09855977033874,0.0,3.0,3.0,3.0,False,254000.0
magdalena,Comprar,departamento,147.0,-77.056956,-12.0929254,11.0,3.0,3.0,1.0,False,298000.0
miraflores,Alquilar,departamento,171.0,-77.02728986396258,-12.12754949673109,10.0,3.0,3.0,1.0,False,450450.0
lurigancho,Comprar,casa,183.0,-76.68168362636719,-11.923027206351035,18.0,4.0,6.0,2.0,False,466650.0
san miguel,Alquilar,casa,292.0,-77.10522499999998,-12.0736038,10.0,2.0,2.0,0.0,False,850000.0
san isidro,Comprar,departamento,130.0,-77.05734679999998,-12.092734,12.0,3.0,3.0,1.0,False,363000.0
san isidro,Alquilar,departamento,142.0,-77.04055840000001,-12.0929731,10.0,3.0,2.0,2.0,False,374000.0
miraflores,Alquilar,departamento,153.0,-77.03350429999998,-12.1158888,8.0,3.0,2.0,2.0,False,280000.0
magdalena,Comprar,departamento,158.0,-77.0583413,-12.0966142,10.0,2.0,3.0,1.0,False,320000.0
santiago de surco,Alquilar,departamento,110.0,-77.01498169999998,-12.1321713,0.0,3.0,3.0,1.0,False,180000.0
san isidro,Alquilar,departamento,110.0,-77.04347101898801,-12.099586692348664,9.0,3.0,3.0,2.0,False,274000.0
miraflores,Alquilar,departamento,230.0,-77.02501778700254,-12.128587189932173,8.0,1.0,1.0,1.0,False,877150.0
miraflores,Alquilar,departamento,204.0,-77.03051099999998,-12.110624000000001,5.0,1.0,1.0,1.0,False,433000.0
miraflores,Alquilar,departamento,199.0,-77.03501800000001,-12.121704600000001,5.0,1.0,1.0,1.0,False,557200.0
magdalena,Alquilar,departamento,194.0,-77.0833313,-12.0881003,3.0,0.0,2.0,0.0,False,688800.0
santiago de surco,Alquilar,departamento,130.0,-76.9731272,-12.1052161,9.0,2.0,0.0,0.0,False,385000.0
san isidro,Alquilar,departamento,110.0,-77.04351531904905,-12.089543882356374,4.0,2.0,2.0,1.0,False,235000.0
lince,Alquilar,departamento,148.0,-77.03490647686004,-12.078557374380338,5.0,2.0,3.0,1.0,False,374000.0
pueblo libre,Comprar,departamento,267.0,-77.06920459999998,-12.080318,10.0,2.0,3.0,0.0,False,520000.0
san miguel,Comprar,departamento,173.0,-77.0890574349182,-12.081296517581535,8.0,1.0,1.0,1.0,False,380000.0
san miguel,Comprar,departamento,170.0,-77.08485422062381,-12.087012741894865,5.0,1.0,2.0,2.0,False,430000.0
san miguel,Comprar,departamento,248.0,-77.0890574349182,-12.081296517581535,8.0,1.0,1.0,1.0,False,295000.0
jesus maria,Alquilar,departamento,127.0,-77.0544583,-12.0859785,7.0,3.0,3.0,1.0,False,265000.0
san miguel,Alquilar,departamento,119.0,-77.10267169999997,-12.0829643,6.0,2.0,2.0,0.0,False,264000.0
santiago de surco,Alquilar,departamento,227.0,-76.9709336,-12.1006234,9.0,1.0,1.0,1.0,False,410000.0
miraflores,Alquilar,casa,77.0,-77.00708839867247,-12.128678593511117,13.0,3.0,4.0,2.0,False,115000.0
miraflores,Alquilar,departamento,190.0,-77.03798599999998,-12.1222712,9.0,3.0,3.0,1.0,False,330000.0
magdalena,Alquilar,departamento,127.0,-77.07651290000001,-12.090618699999998,0.0,2.0,3.0,0.0,False,342733.0
santiago de surco,Alquilar,departamento,150.0,-76.98299300000001,-12.141568300000001,9.0,2.0,2.0,1.0,False,310000.0
san miguel,Alquilar,departamento,94.0,-77.08750681083676,-12.079342173632543,16.0,1.0,3.0,2.0,False,189665.0
surquillo,Alquilar,departamento,49.0,-77.02563740000001,-12.1041262,0.0,1.0,1.0,1.0,False,87076.0
san miguel,Alquilar,departamento,169.0,-77.09951716298217,-12.080724949338007,7.0,1.0,2.0,0.0,False,415000.0
santiago de surco,Alquilar,departamento,118.0,-76.96905944495245,-12.096204032111428,20.0,2.0,3.0,1.0,False,252500.0
magdalena,Alquilar,departamento,125.0,-77.06821516245726,-12.098433167312127,3.0,1.0,1.0,0.0,False,258172.0
magdalena,Alquilar,departamento,108.0,-77.07011780104982,-12.08756526454186,5.0,1.0,2.0,0.0,False,250000.0
santiago de surco,Alquilar,departamento,133.0,0.0,0.0,0.0,1.0,2.0,0.0,False,249900.0
san miguel,Alquilar,departamento,121.0,-77.1075545819672,-12.08040417167639,3.0,2.0,3.0,1.0,False,195000.0
san miguel,Alquilar,departamento,143.0,-77.0889078,-12.081762,9.0,2.0,3.0,1.0,False,220000.0
santiago de surco,Comprar,departamento,300.0,-76.97831391838531,-12.111858812642465,9.0,3.0,3.0,2.0,False,480000.0
san isidro,Comprar,casa,113.0,-77.0349923,-12.1062032,0.0,4.0,6.0,3.0,False,195000.0
surquillo,Alquilar,departamento,31.0,-77.02360224658811,-12.115108387626595,5.0,1.0,2.0,0.0,False,65000.0
miraflores,Alquilar,departamento,76.0,-77.0245379175133,-12.128677104144561,5.0,2.0,3.0,1.0,False,88000.0
san isidro,Alquilar,departamento,47.0,-77.04358645652226,-12.099588137471347,3.0,0.0,0.0,2.0,False,75000.0
santiago de surco,Alquilar,departamento,65.0,-76.99072671534424,-12.169281949007535,0.0,2.0,0.0,1.0,False,116000.0
miraflores,Alquilar,departamento,85.0,-77.02574761940923,-12.10937503367193,5.0,2.0,2.0,1.0,False,195000.0
san isidro,Alquilar,departamento,200.0,-77.0381564957703,-12.103944703239696,10.0,2.0,2.0,0.0,False,285000.0
lince,Comprar,departamento,80.0,-77.0399000198517,-12.087492890353301,7.0,3.0,4.0,1.0,False,160000.0
miraflores,Comprar,departamento,271.0,-77.03003879999999,-12.131148800000002,6.0,2.0,3.0,2.0,False,685000.0
santiago de surco,Comprar,departamento,155.0,-77.01167729999999,-12.1319227,5.0,2.0,3.0,1.0,False,295000.0
santiago de surco,Alquilar,departamento,64.0,-76.965621,-12.098823,5.0,3.0,3.0,1.0,False,108000.0
surquillo,Alquilar,departamento,50.0,-77.02612503579026,-12.106861130673206,1.0,2.0,3.0,1.0,False,462.0
pueblo libre,Alquilar,departamento,68.0,-77.0528618,-12.073611,10.0,2.0,3.0,0.0,False,650.0
santiago de surco,Alquilar,departamento,100.0,-76.965328,-12.0904736,5.0,3.0,3.0,2.0,True,1800.0
santiago de surco,Alquilar,departamento,93.0,-76.9862035,-12.124085000000001,0.0,1.0,1.0,1.0,False,231250.0
santiago de surco,Comprar,departamento,1330.0,-77.01068932778628,-12.136849622163524,10.0,2.0,3.0,1.0,False,670000.0
pueblo libre,Alquilar,departamento,94.0,-77.0636356,-12.0698727,0.0,1.0,2.0,0.0,False,189000.0
callao,Alquilar,departamento,120.0,-77.10315229999998,-12.0619132,7.0,2.0,3.0,0.0,False,189000.0
san isidro,Comprar,departamento,65.0,-77.0305441,-12.0922802,53.0,2.0,3.0,0.0,False,278.0
la molina,Comprar,casa,67.0,-76.95160179999998,-12.0901909,20.0,4.0,5.0,3.0,True,386.0
los olivos,Alquilar,casa,67.0,-77.0771913,-11.990217900000001,0.0,2.0,4.0,1.0,False,372.0
barranco,Alquilar,departamento,150.0,-77.02104,-12.131603300000002,1.0,1.0,1.0,1.0,False,184500.0
santiago de surco,Alquilar,departamento,80.0,-76.97525364232786,-12.079663638393802,6.0,2.0,3.0,1.0,False,317.412
santiago de surco,Alquilar,departamento,6.0,-76.9907374441803,-12.169297680630471,0.0,2.0,3.0,1.0,False,109.873
san borja,Alquilar,departamento,44.0,-76.9929307,-12.104933,8.0,2.0,3.0,0.0,False,85457.043
san borja,Alquilar,departamento,11.0,-77.00005809999998,-12.0967025,6.0,1.0,2.0,0.0,False,1024.0
san borja,Alquilar,departamento,93.0,-76.997326,-12.0901837,5.0,1.0,1.0,0.0,False,499.557
santiago de surco,Alquilar,departamento,400.0,-77.0093797,-12.1444941,1.0,1.0,3.0,1.0,False,1300000.0
santiago de surco,Comprar,departamento,565.0,-76.95782849999998,-12.0766193,11.0,3.0,3.0,2.0,False,950000.0
la molina,Alquilar,departamento,1200.0,-76.93780109999999,-12.1136366,10.0,1.0,2.0,1.0,False,4000.0
miraflores,Alquilar,departamento,1200.0,-77.03688120000001,-12.116909800000002,5.0,2.0,3.0,1.0,False,2500000.0
pueblo libre,Alquilar,departamento,402.0,-77.07093430859831,-12.073833931614695,7.0,1.0,2.0,0.0,False,1647750.0
la molina,Alquilar,departamento,850.0,-76.94813466242675,-12.092998867010715,15.0,1.0,2.0,0.0,False,2587200.0
miraflores,Alquilar,departamento,700.0,-77.03896738710252,-12.116667420550012,7.0,4.0,3.0,1.0,False,165000.0
surquillo,Alquilar,departamento,700.0,-76.99755635644874,-12.113527292035439,4.0,2.0,3.0,0.0,False,1350000.0
santiago de surco,Alquilar,departamento,450.0,-76.99619806480405,-12.1418619520501,2.0,2.0,2.0,1.0,False,1090000.0
santiago de surco,Comprar,departamento,110.0,-77.0103772,-12.136484,12.0,2.0,3.0,0.0,False,189990.0
san borja,Alquilar,departamento,700.0,-76.9857061,-12.082436099999999,20.0,2.0,2.0,0.0,False,2500000.0
san isidro,Alquilar,departamento,300.0,-77.03692769999998,-12.1025883,8.0,2.0,3.0,0.0,False,245000.0
magdalena,Alquilar,departamento,94.0,-77.0369307,-12.0912495,11.0,0.0,2.0,0.0,False,1200.0
santiago de surco,Alquilar,casa,115.0,-76.9653453,-12.0996933,15.0,2.0,3.0,1.0,False,195000.0
santiago de surco,Alquilar,departamento,830.0,-76.97577139999999,-12.083493800000001,9.0,2.0,3.0,1.0,False,1100000.0
san isidro,Alquilar,departamento,97.0,-77.0195056232788,-12.095259516232007,10.0,1.0,1.0,1.0,False,586.0
la molina,Alquilar,departamento,500.0,-76.95448731163937,-12.069269375257822,5.0,2.0,3.0,0.0,False,1500000.0
santiago de surco,Alquilar,departamento,350.0,-76.98546368584442,-12.125828694632228,7.0,3.0,3.0,1.0,False,380000.0
san borja,Alquilar,departamento,55.0,-76.98585229999998,-12.1082523,9.0,2.0,3.0,2.0,False,500.0
san borja,Alquilar,departamento,158.0,-76.9926657,-12.087047199999999,8.0,1.0,1.0,0.0,False,244000.0
santiago de surco,Alquilar,departamento,55.0,-76.96493456813965,-12.09891736699632,6.0,2.0,3.0,1.0,False,580.0
la molina,Alquilar,departamento,198.0,-76.93921569999998,-12.111222300000001,5.0,1.0,3.0,0.0,False,1400.0
miraflores,Alquilar,departamento,276.0,-77.02631152513122,-12.111955740046609,2.0,2.0,2.0,1.0,False,470000.0
magdalena,Alquilar,departamento,193.0,-77.06761626853942,-12.091874312475904,8.0,3.0,3.0,1.0,False,1300.0
san miguel,Alquilar,departamento,80.0,-77.10040470000001,-12.070125599999999,0.0,2.0,3.0,0.0,False,715.0
santiago de surco,Alquilar,departamento,198360.0,-76.9732276,-12.097111199999999,5.0,2.0,3.0,2.0,False,1400.0
los olivos,Alquilar,departamento,160.0,-77.0771913,-11.990217900000001,12.0,0.0,3.0,1.0,False,270000.0
lince,Alquilar,departamento,119.0,-77.0330074,-12.0939439,4.0,2.0,3.0,1.0,True,200000.0
magdalena,Alquilar,departamento,193.0,-77.06558709999999,-12.087845399999999,7.0,2.0,3.0,1.0,False,1250.0
san borja,Comprar,departamento,130.0,-77.0087546,-12.094714100000001,27.0,1.0,2.0,0.0,False,320000.0
magdalena,Alquilar,departamento,85.0,-77.0719975,-12.09687,3.0,3.0,2.0,1.0,False,134000.0
miraflores,Alquilar,departamento,120.0,-77.0336387,-12.1261483,0.0,2.0,2.0,0.0,False,189000.0
lima,Alquilar,departamento,120.0,-77.066988,-12.0516844,3.0,2.0,2.0,0.0,False,1204.0
san isidro,Comprar,departamento,200.0,-77.036798,-12.093243750161632,0.0,3.0,3.0,1.0,False,175000.0
ate,Comprar,departamento,80.0,-76.9859077,-12.0763936,3.0,3.0,2.0,0.0,False,443.0
ate,Comprar,departamento,93.0,-76.97983899999997,-12.0800164,0.0,2.0,2.0,0.0,False,471.0
miraflores,Alquilar,departamento,200.0,-77.03208339999998,-12.1267909,6.0,2.0,3.0,1.0,False,188161.0
san borja,Alquilar,departamento,120.0,-76.9829929,-12.104566400000001,10.0,3.0,3.0,2.0,False,199000.0
miraflores,Comprar,departamento,240.0,-77.03326960000003,-12.1298795,50.0,2.0,3.0,1.0,False,552000.0
magdalena,Comprar,departamento,240.0,-77.04953642683104,-12.071341769766939,8.0,2.0,3.0,1.0,False,552000.0
miraflores,Alquilar,departamento,81.0,-77.03585369999998,-12.1228866,13.0,2.0,2.0,1.0,False,138000.0
la molina,Comprar,departamento,63.0,-76.94687669999998,-12.094833300000001,0.0,3.0,3.0,2.0,False,420.0
miraflores,Comprar,departamento,80.0,-77.01384200000001,-12.120292754842945,0.0,3.0,2.0,2.0,False,424.0
los olivos,Comprar,casa,10.0,-77.01294890000001,-12.067637,20.0,1.0,1.0,1.0,False,132.0
surquillo,Comprar,departamento,113.0,-77.00315900000003,-12.1166995,1.0,1.0,1.0,0.0,False,195000.0
la molina,Comprar,casa,130.0,-76.96534729999998,-12.0657172,6.0,6.0,4.0,2.0,False,599.0
surquillo,Comprar,departamento,78.0,-77.002886,-12.117028514762788,1.0,1.0,1.0,0.0,False,84206.0
san borja,Comprar,casa,200.0,-76.979799,-12.106573752420829,0.0,6.0,4.0,4.0,False,233.0
miraflores,Alquilar,departamento,226.0,-77.03326960000003,-12.1298795,7.0,3.0,3.0,1.0,True,450000.0
san isidro,Comprar,departamento,256.0,-77.032349,-12.091749680431896,20.0,3.0,4.0,0.0,False,220000.0
miraflores,Alquilar,departamento,81.0,-77.0468865,-12.1160724,0.0,3.0,2.0,1.0,False,285000.0
santiago de surco,Comprar,departamento,210.0,-76.997027,-12.163834729988546,0.0,2.0,3.0,1.0,False,185000.0
miraflores,Comprar,departamento,330.0,-77.01542380000001,-12.120462400000001,6.0,2.0,2.0,2.0,False,1200000.0
santiago de surco,Comprar,departamento,59.0,-76.96704910000003,-12.0884602,10.0,5.0,3.0,2.0,False,750.0
miraflores,Alquilar,departamento,82.0,-77.03764,-12.1153528,5.0,4.0,2.0,2.0,True,1150.0
surquillo,Comprar,departamento,847.0,-77.004643,-12.117547120933638,2.0,2.0,3.0,0.0,False,1269000.0
miraflores,Comprar,departamento,84.0,-77.009231,-12.1172402,0.0,2.0,2.0,2.0,False,240000.0
santiago de surco,Comprar,departamento,159.0,-76.978955,-12.111821130027966,3.0,3.0,3.0,2.0,False,410000.0
miraflores,Comprar,departamento,620.0,-77.0337893,-12.125127,0.0,3.0,3.0,3.0,False,1355000.0
san miguel,Alquilar,departamento,645.0,-77.09234909999998,-12.0748399,10.0,2.0,2.0,0.0,False,1400000.0
santiago de surco,Comprar,casa,70.0,-76.9966693,-12.1196521,24.0,4.0,4.0,2.0,False,124500.0
san juan de miraflores,Comprar,departamento,120.0,-76.97192199999998,-12.1673123,0.0,2.0,3.0,0.0,False,650.0
santiago de surco,Comprar,departamento,120.0,-76.988941,-12.159206617063305,2.0,2.0,4.0,0.0,False,650.0
miraflores,Comprar,departamento,75.0,-77.0383592,-12.1156054,6.0,4.0,3.0,1.0,False,110000.0
callao,Comprar,casa,140.0,-77.099427,-12.028471277695985,20.0,6.0,3.0,1.0,False,1500.0
magdalena,Comprar,departamento,200.0,-77.0703018,-12.088109699999999,8.0,3.0,3.0,0.0,False,1300.0
surquillo,Comprar,departamento,350.0,-77.020038,-12.104577806823613,2.0,3.0,3.0,1.0,True,385000.0
miraflores,Comprar,departamento,57.0,-77.01596540000001,-12.1206202,12.0,3.0,3.0,2.0,False,155000.0
surquillo,Comprar,departamento,130.0,-77.00506260000002,-12.1184136,0.0,2.0,2.0,1.0,False,68000.0
santiago de surco,Comprar,departamento,135.0,-76.966352,-12.106433295613096,9.0,4.0,3.0,2.0,False,1700.0
santiago de surco,Comprar,departamento,294.0,-76.9760885,-12.129011,0.0,4.0,4.0,2.0,False,695000.0
san isidro,Alquilar,departamento,418.0,-77.044452,-12.099229,11.0,3.0,3.0,2.0,False,6270.0
santiago de surco,Alquilar,departamento,600.0,-76.9558608,-12.1073424,15.0,2.0,3.0,1.0,False,3200.0
miraflores,Alquilar,departamento,150.0,-77.03379699999999,-12.129194269399068,7.0,3.0,3.0,2.0,False,1650.0
santiago de surco,Comprar,departamento,130.0,-76.99145140000002,-12.126434300000001,5.0,2.0,3.0,2.0,False,512.0
miraflores,Alquilar,departamento,130.0,-77.0366037,-12.1234459,12.0,3.0,3.0,1.0,False,488.326
santiago de surco,Comprar,casa,128.0,-76.98232150000003,-12.1217446,7.0,3.0,3.0,2.0,False,130000.0
san isidro,Alquilar,departamento,25.0,-77.03629670000001,-12.0997587,6.0,2.0,2.0,2.0,False,292.996
chorrillos,Comprar,casa,158.0,-77.0099949,-12.2085468,17.0,5.0,5.0,2.0,False,320000.0
miraflores,Alquilar,departamento,114.0,-76.99043429999998,-12.1241127,16.0,2.0,3.0,2.0,False,122000.0
chorrillos,Comprar,departamento,360.0,-77.0270491,-12.1662195,0.0,3.0,4.0,2.0,False,3800.0
pueblo libre,Alquilar,departamento,380.0,-77.0668823,-12.074991,13.0,1.0,1.0,0.0,False,500000.0
la molina,Comprar,casa,100.0,-76.945401,-12.100760159958426,35.0,5.0,5.0,1.0,False,460.0
jesus maria,Comprar,departamento,71.0,-77.0505397,-12.0715171,40.0,2.0,2.0,0.0,False,666.0
san isidro,Alquilar,departamento,75.0,-77.050747,-12.095060769901409,5.0,2.0,3.0,2.0,False,115000.0
miraflores,Comprar,departamento,55.0,-77.03159129999999,-12.111061999999999,3.0,3.0,3.0,2.0,False,538.0
san isidro,Comprar,departamento,176.0,-77.03914300000001,-12.103559378761634,24.0,2.0,3.0,2.0,False,287000.0
san miguel,Alquilar,departamento,110.0,-77.07822270000001,-12.0940916,4.0,2.0,3.0,1.0,False,217490.0
san isidro,Alquilar,departamento,100.0,-77.050754,-12.0948367,2.0,2.0,2.0,1.0,False,170000.0
san isidro,Alquilar,departamento,187.0,-77.013774,-12.101525976496506,11.0,2.0,3.0,2.0,False,260000.0
miraflores,Alquilar,departamento,70.0,-77.03337499999998,-12.1178437,12.0,2.0,3.0,1.0,False,680.0
miraflores,Comprar,departamento,65.0,-77.038877,-12.111799513829766,0.0,4.0,4.0,2.0,False,134740.0
santiago de surco,Comprar,departamento,78.0,-76.97864840000001,-12.1191349,7.0,3.0,3.0,3.0,False,160000.0
miraflores,Alquilar,departamento,136.0,-77.026993,-12.130952,2.0,2.0,2.0,2.0,False,280350.0
miraflores,Alquilar,departamento,144.0,-77.039626,-12.114842,18.0,1.0,1.0,1.0,False,315000.0
san isidro,Alquilar,departamento,129.0,-77.0362085,-12.1025288,2.0,2.0,2.0,3.0,False,326000.0
san isidro,Alquilar,departamento,154.0,-77.0440558,-12.108868600000001,7.0,3.0,3.0,3.0,False,350000.0
magdalena,Comprar,departamento,97.0,-77.06247739999998,-12.087945800000002,4.0,2.0,3.0,2.0,False,333000.0
san isidro,Comprar,casa,184.0,-77.039074,-12.105501,41.0,5.0,5.0,3.0,False,360000.0
miraflores,Comprar,departamento,205.0,-77.0275821,-12.131126400000001,7.0,2.0,3.0,2.0,False,434000.0
miraflores,Comprar,departamento,245.0,-77.040082,-12.122947300000002,20.0,4.0,4.0,3.0,False,650000.0
san isidro,Comprar,departamento,144.0,-77.0334089,-12.1013754,0.0,2.0,3.0,2.0,False,307992.0
barranco,Comprar,departamento,130.0,-77.02363340000001,-12.141294,0.0,1.0,1.0,0.0,True,215000.0
san isidro,Comprar,departamento,540.0,-77.0380637,-12.1016231,0.0,3.0,4.0,2.0,True,5900.0
san isidro,Comprar,departamento,236.0,-77.056003,-12.094755000000001,0.0,2.0,3.0,2.0,True,435700.0
