location.district,operation_type.name,property_type,build_area,longitud,latitud,years_old,bathrooms,bedrooms,garages,has_swimming_pool,usd_price
santiago de surco,Alquilar,departamento,260.0,-77.000919,-12.1379341,6.0,1.0,1.0,0.0,False,980000.0
san miguel,Alquilar,departamento,71.0,-77.09203659999999,-12.074418699999999,7.0,2.0,2.0,0.0,False,850.0
jesus maria,Comprar,departamento,470.0,-77.05027059999998,-12.0795603,4.0,2.0,2.0,0.0,True,950000.0
san borja,Comprar,departamento,218.0,-76.989226,-12.109771790421815,20.0,4.0,3.0,2.0,False,490000.0
san miguel,Alquilar,departamento,86.0,-77.095078,-12.078348513114744,11.0,2.0,3.0,1.0,False,750.0
lima,Alquilar,departamento,128.0,-77.048556,-12.049200644077379,11.0,2.0,3.0,1.0,False,280000.0
magdalena,Comprar,departamento,72.0,-77.05882989999998,-12.0926436,11.0,2.0,3.0,0.0,False,1250.0
lurigancho,Comprar,departamento,85.0,-76.79745502593383,-11.974985012155061,9.893229,2.0,3.0,0.0,False,1100.0
la victoria,Comprar,casa,589.0,-77.02385737655185,-12.080813891376689,9.893229,2.0,3.0,0.0,False,5000.0
pueblo libre,Alquilar,departamento,186.0,-77.06838470000001,-12.073719699999998,5.0,2.0,3.0,1.0,False,290000.0
lince,Alquilar,departamento,355.0,-77.037953,-12.085118482668657,5.0,2.0,3.0,1.0,False,990000.0
san miguel,Comprar,departamento,172.0,-77.09261640000001,-12.0625353,9.0,3.0,3.0,1.0,False,450000.0
san miguel,Comprar,departamento,58.0,-77.09261640000001,-12.0625353,9.0,3.0,3.0,1.0,False,760.0
miraflores,Comprar,departamento,49.0,-77.025981,-12.126032,5.0,4.0,4.0,2.0,False,650.0
miraflores,Alquilar,departamento,200.0,-77.0275821,-12.131126400000001,6.0,2.0,2.0,2.0,False,625000.0
santiago de surco,Alquilar,departamento,230.0,-76.974469,-12.1063151,8.0,2.0,3.0,1.0,True,470000.0
san miguel,Alquilar,departamento,170.0,-77.10391800000001,-12.081123445372308,4.0,1.0,1.0,0.0,True,1600.0
magdalena,Comprar,casa,99.0,-77.1437978,-12.0602851,44.0,5.0,9.0,0.0,False,1300.0
san borja,Comprar,departamento,500.0,-76.983346,-12.095413649422646,0.0,3.0,3.0,1.0,False,950000.0
miraflores,Alquilar,departamento,93.0,-77.04325809999999,-12.1151856,8.0,2.0,3.0,2.0,False,120000.0
santiago de surco,Comprar,departamento,218.0,-76.98230769999998,-12.131487199999999,0.0,3.0,3.0,2.0,False,2100.0
miraflores,Alquilar,departamento,100.0,-77.01101229999998,-12.1234702,8.0,2.0,2.0,2.0,False,726.0
la molina,Comprar,casa,40.0,-76.92061509999999,-12.084997300000001,30.0,3.0,3.0,2.0,True,650.0
la molina,Comprar,casa,220.0,-76.92471494532964,-12.084411588929319,25.0,3.0,3.0,2.0,False,1500.0
miraflores,Alquilar,departamento,385.0,-77.02136740000002,-12.1325221,15.0,2.0,3.0,1.0,False,1000000.0
miraflores,Alquilar,departamento,143.0,-77.02804669999998,-12.126575,25.0,3.0,3.0,1.0,False,1300.0
san isidro,Comprar,departamento,137.0,-77.03597359999998,-12.107193800000001,20.0,1.0,1.0,0.0,False,1200.0
santiago de surco,Comprar,departamento,103.0,-76.963899,-12.1075323,6.0,2.0,3.0,1.0,False,1200.0
santiago de surco,Comprar,departamento,181.0,-76.99324280000002,-12.1175341,10.0,3.0,3.0,2.0,False,1500.0
san isidro,Comprar,departamento,270.0,-77.03814299999998,-12.1070096,25.0,1.0,1.0,0.0,False,2300.0
miraflores,Alquilar,departamento,94.0,-77.0355388,-12.1249985,6.0,1.0,1.0,1.0,False,1200.0
santiago de surco,Alquilar,departamento,320.0,-76.96714550000002,-12.0996284,10.0,3.0,3.0,1.0,False,2900.0
san martin de porres,Comprar,casa,94.0,-77.05900940000001,-12.0116882,10.0,4.0,4.0,0.0,False,1000.0
chorrillos,Comprar,departamento,154.0,-77.0270491,-12.1662195,0.0,3.0,3.0,2.0,False,252000.0
santiago de surco,Comprar,casa,247.0,-76.99141279999998,-12.1149981,38.0,2.0,5.0,2.0,False,1300000.0
santiago de surco,Comprar,casa,170.0,-76.991024,-12.1197163,39.0,3.0,5.0,2.0,False,1200.0
miraflores,Alquilar,departamento,156.0,-77.02903168175351,-12.127951995070903,6.0,2.0,2.0,1.0,False,2000.0
santiago de surco,Comprar,departamento,161.0,-76.98573309999998,-12.1228717,25.0,4.0,3.0,1.0,True,1400.0
santiago de surco,Comprar,departamento,240.0,-76.9670433,-12.0887461,9.0,3.0,3.0,3.0,False,2500.0
miraflores,Comprar,departamento,164.0,-77.02455189999998,-12.1326996,11.0,4.0,4.0,3.0,False,199000.0
san borja,Comprar,departamento,104.0,-76.99051259999999,-12.0911462,0.0,3.0,4.0,2.0,False,165000.0
santiago de surco,Comprar,departamento,131.0,-76.96080936139299,-12.08053762637094,0.0,3.0,3.0,2.0,False,290000.0
santiago de surco,Comprar,departamento,154.0,-76.9908433,-12.169757800000001,0.0,2.0,3.0,1.0,False,380000.0
san borja,Comprar,departamento,240.0,-76.983561,-12.095560518566847,0.0,3.0,3.0,1.0,True,589000.0
san borja,Comprar,departamento,196.0,-76.983475,-12.095508065310321,12.0,3.0,2.0,1.0,False,480000.0
santiago de surco,Comprar,departamento,179.0,-76.97666059999999,-12.0864151,0.0,2.0,3.0,2.0,False,228000.0
miraflores,Alquilar,departamento,87.0,-77.03255939374236,-12.115823208335636,6.0,2.0,3.0,1.0,False,752.0
santiago de surco,Comprar,departamento,44.0,-76.96056381485619,-12.07946023095768,0.0,4.0,4.0,2.0,False,61844.0
san borja,Comprar,departamento,600.0,-76.983528,-12.095759840847766,0.0,5.0,3.0,1.0,False,1350000.0
surquillo,Alquilar,departamento,55.0,-77.02535329999998,-12.1112132,10.0,2.0,3.0,0.0,False,357.0
santiago de surco,Comprar,departamento,75.0,-76.96704910000003,-12.0884602,4.0,3.0,3.0,0.0,False,850.0
san miguel,Comprar,departamento,108.0,-77.1077064,-12.0805002,3.0,2.0,3.0,1.0,False,170000.0
san miguel,Alquilar,departamento,350.0,-77.10298470000001,-12.0817739,4.0,1.0,1.0,0.0,True,525000.0
san borja,Comprar,departamento,170.0,-76.983582,-12.095334969490784,0.0,5.0,3.0,1.0,False,1200.0
santiago de surco,Alquilar,departamento,54.0,-76.9672915,-12.080585699999999,4.0,5.0,4.0,3.0,True,81632.0
la molina,Comprar,casa,91.0,-76.90830439999998,-12.083649000000001,11.0,3.0,3.0,3.0,True,190000.0
la molina,Alquilar,departamento,65.0,-76.9503532,-12.061352699999999,15.0,2.0,2.0,1.0,False,53571.0
jesus maria,Comprar,departamento,130.0,-77.0537025,-12.0836936,12.0,2.0,3.0,0.0,False,199000.0
san isidro,Alquilar,departamento,137.0,-77.0384308,-12.101558599999999,10.0,2.0,3.0,1.0,False,135000.0
la molina,Comprar,casa,6.0,-76.89358100000001,-12.079279174240286,4.0,5.0,4.0,3.0,False,30000.0
san borja,Comprar,departamento,130.0,-76.98320600000001,-12.09529825218133,0.0,3.0,3.0,2.0,False,290000.0
san borja,Comprar,departamento,62.0,-76.987488,-12.123941385015346,0.0,4.0,3.0,2.0,False,497.0
san borja,Comprar,departamento,96.0,-76.990155,-12.096453990539693,0.0,4.0,3.0,1.0,False,537.159
santiago de surco,Alquilar,departamento,120.0,-76.96704910000003,-12.0884602,11.0,3.0,3.0,2.0,False,854.57
surquillo,Alquilar,casa,118.0,-77.02463459999998,-12.1040932,39.0,6.0,7.0,2.0,False,800.0
san isidro,Comprar,departamento,202.0,-77.011348,-12.090088,20.0,2.0,2.0,1.0,False,375000.0
villa maria del triunfo,Comprar,casa,120.0,-76.94496629999998,-12.165830900000001,20.0,3.0,3.0,0.0,False,204346.0
miraflores,Alquilar,departamento,76.0,-77.03186629999999,-12.1300843,5.0,3.0,3.0,1.0,False,444383.0
miraflores,Comprar,departamento,62.0,-77.0275821,-12.131126400000001,4.0,4.0,4.0,2.0,False,109000.0
miraflores,Comprar,departamento,65.0,-77.02809079999999,-12.1274769,6.0,4.0,5.0,2.0,False,403.0
san isidro,Comprar,departamento,90.0,-77.0359878,-12.094883900000001,27.0,2.0,1.0,0.0,False,200000.0
san borja,Alquilar,departamento,49.0,-76.98940870000001,-12.094119599999999,5.0,1.0,1.0,0.0,False,77000.0
san borja,Alquilar,departamento,75.0,-76.98940870000001,-12.094119599999999,5.0,1.0,1.0,0.0,False,112423.0
san borja,Alquilar,departamento,114.0,-76.9886765,-12.0927773,0.0,1.0,2.0,0.0,False,147000.0
san borja,Alquilar,departamento,65.0,-76.98940870000001,-12.094119599999999,5.0,1.0,1.0,0.0,False,112000.0
san borja,Alquilar,departamento,442.0,-76.98940870000001,-12.094119599999999,5.0,1.0,1.0,0.0,False,850000.0
san borja,Alquilar,departamento,90.0,-76.98940870000001,-12.094119599999999,5.0,1.0,1.0,0.0,False,612.0
san borja,Alquilar,departamento,108.0,-76.98940870000001,-12.094119599999999,5.0,1.0,1.0,0.0,False,230000.0
san borja,Alquilar,departamento,127.0,-76.98940870000001,-12.094119599999999,5.0,1.0,1.0,0.0,False,265000.0
san borja,Alquilar,departamento,110.0,-76.98940870000001,-12.094119599999999,5.0,1.0,1.0,0.0,False,180000.0
san borja,Alquilar,departamento,89.0,-76.98940870000001,-12.094119599999999,5.0,1.0,1.0,0.0,False,180000.0
san borja,Alquilar,departamento,98.0,-76.98940870000001,-12.094119599999999,5.0,1.0,1.0,0.0,False,205600.0
san borja,Alquilar,departamento,85.0,-76.98940870000001,-12.094119599999999,5.0,1.0,1.0,0.0,False,700.0
san borja,Alquilar,departamento,86.0,-76.98940870000001,-12.094119599999999,5.0,1.0,1.0,0.0,False,701.0
san borja,Alquilar,departamento,45.0,-76.98940870000001,-12.094119599999999,5.0,1.0,1.0,0.0,False,415.077
san borja,Alquilar,departamento,75.0,-76.9886765,-12.0927773,0.0,1.0,2.0,0.0,False,116900.0
san borja,Alquilar,departamento,105.0,-76.98940870000001,-12.094119599999999,5.0,1.0,1.0,0.0,False,140000.0
san borja,Alquilar,departamento,141.0,-76.98940870000001,-12.094119599999999,5.0,1.0,1.0,0.0,False,230000.0
san borja,Alquilar,departamento,77.0,-76.98940870000001,-12.094119599999999,5.0,1.0,1.0,0.0,False,138000.0
san borja,Alquilar,departamento,220.0,-76.98940870000001,-12.094119599999999,5.0,1.0,1.0,0.0,False,550000.0
san borja,Alquilar,departamento,150.0,-76.98940870000001,-12.094119599999999,5.0,1.0,1.0,0.0,False,215000.0
san borja,Alquilar,departamento,105.0,-76.98940870000001,-12.094119599999999,5.0,1.0,1.0,0.0,False,130000.0
san borja,Alquilar,departamento,175.0,-76.98940870000001,-12.094119599999999,5.0,1.0,1.0,0.0,False,340000.0
san borja,Alquilar,departamento,165.0,-76.98940870000001,-12.094119599999999,5.0,1.0,1.0,0.0,False,2200.0
san borja,Alquilar,departamento,149.0,-76.98940870000001,-12.094119599999999,5.0,1.0,1.0,0.0,False,215000.0
san borja,Alquilar,departamento,371.0,-76.98940870000001,-12.094119599999999,5.0,1.0,1.0,0.0,False,750000.0
san borja,Alquilar,departamento,80.0,-76.98940870000001,-12.094119599999999,5.0,1.0,1.0,0.0,False,160000.0
san borja,Alquilar,departamento,85.0,-76.98940870000001,-12.094119599999999,5.0,1.0,1.0,0.0,False,850.0
san borja,Alquilar,departamento,117.0,-76.9886765,-12.0927773,0.0,1.0,2.0,0.0,False,750.0
san borja,Alquilar,departamento,85.0,-76.9886765,-12.0927773,0.0,1.0,2.0,0.0,False,175000.0
san borja,Alquilar,departamento,60.0,-76.9886765,-12.0927773,0.0,1.0,2.0,0.0,False,620.0
san borja,Alquilar,departamento,75.0,-76.9886765,-12.0927773,0.0,1.0,2.0,0.0,False,1000.0
san borja,Alquilar,departamento,190.0,-76.9886765,-12.0927773,0.0,1.0,2.0,0.0,False,390000.0
san borja,Alquilar,departamento,250.0,-76.98940870000001,-12.094119599999999,5.0,1.0,1.0,0.0,False,590000.0
san borja,Alquilar,departamento,90.0,-76.98940870000001,-12.094119599999999,5.0,1.0,1.0,0.0,False,800.0
san borja,Alquilar,departamento,250.0,-76.98940870000001,-12.094119599999999,5.0,1.0,1.0,0.0,False,1900.0
san borja,Alquilar,departamento,190.0,-76.98940870000001,-12.094119599999999,5.0,1.0,1.0,0.0,False,390000.0
san borja,Alquilar,departamento,240.0,-76.98940870000001,-12.094119599999999,5.0,1.0,1.0,0.0,False,530000.0
san borja,Alquilar,departamento,411.0,-76.98940870000001,-12.094119599999999,5.0,1.0,1.0,0.0,False,649000.0
santiago de surco,Alquilar,departamento,100.0,-76.9853442,-12.160667300000002,0.0,1.0,2.0,0.0,False,1200.0
san borja,Alquilar,departamento,65.0,-76.98940870000001,-12.094119599999999,5.0,1.0,1.0,0.0,False,590.0
san borja,Alquilar,departamento,170.0,-76.98940870000001,-12.094119599999999,5.0,1.0,1.0,0.0,False,600.0
san borja,Alquilar,departamento,1200.0,-76.98940870000001,-12.094119599999999,5.0,1.0,1.0,0.0,False,10000.0
san borja,Alquilar,departamento,101.0,-76.98940870000001,-12.094119599999999,5.0,1.0,1.0,0.0,False,245000.0
santiago de surco,Comprar,departamento,150.0,-76.996608,-12.131931655711332,0.0,3.0,3.0,1.0,False,340000.0
santiago de surco,Comprar,departamento,107.0,-76.99647900000001,-12.131963123372607,0.0,3.0,3.0,1.0,True,150000.0
santiago de surco,Comprar,departamento,159.0,-76.996748,-12.132309267401435,0.0,3.0,3.0,1.0,False,365860.0
santiago de surco,Comprar,departamento,371.0,-76.996737,-12.132508562244412,0.0,2.0,2.0,1.0,False,750000.0
miraflores,Alquilar,departamento,190.0,-77.025199,-12.130940698334006,8.0,2.0,2.0,1.0,False,375000.0
san borja,Comprar,departamento,126.0,-77.011461,-12.105511792881096,0.0,3.0,3.0,2.0,False,181000.0
jesus maria,Alquilar,departamento,126.0,-77.05723,-12.081532552421471,5.0,2.0,3.0,1.0,False,230000.0
santiago de surco,Comprar,casa,50.0,-76.992361,-12.113788000000001,0.0,1.0,1.0,5.0,False,700.0
santiago de surco,Comprar,casa,105.0,-76.992361,-12.113788000000001,0.0,1.0,1.0,5.0,False,199000.0
san isidro,Comprar,casa,75.0,-77.04416710000002,-12.0935839,30.0,2.0,3.0,2.0,False,651.0
chorrillos,Alquilar,departamento,8.0,-77.0064833,-12.183512,5.0,1.0,2.0,0.0,False,268.579
surquillo,Alquilar,departamento,1.0,-77.02180790000001,-12.1054604,1.0,1.0,1.0,0.0,False,75000.0
surquillo,Comprar,departamento,53.0,-76.98218609999998,-12.161923300000002,0.0,2.0,2.0,0.0,False,150000.0
santiago de surco,Alquilar,casa,150.0,-76.9386463,-12.053109599999999,20.0,4.0,4.0,2.0,False,400000.0
san miguel,Comprar,departamento,81.0,-77.09844340000001,-12.0832462,0.0,2.0,3.0,0.0,False,510.0
miraflores,Comprar,departamento,138.0,-76.95607849999998,-12.1496656,5.0,2.0,2.0,1.0,False,310000.0
santiago de surco,Alquilar,departamento,41.0,-77.0259768,-12.098484,6.0,2.0,3.0,2.0,False,95000.0
la molina,Comprar,casa,17.0,-76.902744,-12.0811941,0.0,6.0,5.0,2.0,True,500.0
miraflores,Comprar,departamento,140.0,-77.03039009999998,-12.1169739,12.0,3.0,3.0,1.0,False,1100.0
la molina,Comprar,departamento,209.0,-76.9419144,-12.0709117,20.0,2.0,3.0,0.0,False,435000.0
santiago de surco,Comprar,departamento,140.0,-76.9605297,-12.0797445,3.0,3.0,3.0,2.0,False,1200.0
san miguel,Comprar,departamento,252.0,-77.09844340000001,-12.0832462,0.0,2.0,3.0,0.0,False,2100.0
santiago de surco,Comprar,departamento,250.0,-76.98245709999998,-12.1312961,22.0,3.0,3.0,1.0,False,2200.0
santiago de surco,Comprar,departamento,63.0,-76.98513840000001,-12.116431599999999,1.0,3.0,3.0,0.0,False,401.0
miraflores,Comprar,departamento,250.0,-77.04651539999998,-12.1137075,6.0,4.0,3.0,1.0,False,620000.0
santiago de surco,Comprar,departamento,63.0,-76.96704910000003,-12.0884602,10.0,3.0,3.0,2.0,False,385.0
miraflores,Comprar,departamento,100.0,-77.03039009999998,-12.1169739,12.0,3.0,3.0,1.0,False,1200.0
san isidro,Alquilar,departamento,409.0,-77.0368342,-12.1010334,10.0,2.0,2.0,0.0,False,1120000.0
surquillo,Comprar,departamento,197.0,-77.00196389999998,-12.1243231,4.0,2.0,2.0,1.0,False,440000.0
santiago de surco,Comprar,casa,250.0,-76.967602,-12.096267341874766,24.0,3.0,4.0,1.0,False,690000.0
san miguel,Comprar,departamento,112.0,-77.09900040000001,-12.084433,5.0,2.0,3.0,0.0,True,830.0
santiago de surco,Comprar,departamento,102.0,-76.9571947,-12.1065948,25.0,3.0,4.0,1.0,False,830.0
la molina,Comprar,departamento,4500.0,-76.9430031,-12.069733,0.0,3.0,3.0,1.0,False,40000.0
miraflores,Alquilar,departamento,60.0,-77.0334683,-12.119026400000001,30.0,2.0,2.0,0.0,False,650.0
san borja,Comprar,departamento,102.0,-77.005925,-12.094327,0.0,3.0,3.0,2.0,False,790.0
san isidro,Alquilar,departamento,17.0,-77.0513102,-12.099132699999998,10.0,3.0,4.0,2.0,False,500.0
santiago de surco,Alquilar,departamento,300.0,-76.9660425,-12.1076304,14.0,2.0,3.0,1.0,False,7500.0
santiago de surco,Comprar,departamento,146.0,-76.996555,-12.116286,24.0,2.0,3.0,1.0,False,950.0
santiago de surco,Alquilar,departamento,148.0,-76.9660425,-12.1076304,14.0,2.0,3.0,1.0,False,1774.0
miraflores,Alquilar,casa,536.0,-77.0198462,-12.122485699999999,25.0,4.0,0.0,0.0,False,950000.0
la victoria,Comprar,departamento,187.0,-77.0159898,-12.0646075,30.0,1.0,3.0,0.0,False,480000.0
san borja,Alquilar,departamento,115.0,-76.99614820000001,-12.099757,15.0,2.0,3.0,1.0,False,1100.0
la victoria,Comprar,departamento,175.0,-77.01580740979999,-12.0650481579,30.0,1.0,3.0,0.0,False,290000.0
san borja,Alquilar,casa,197.0,-76.99594859999999,-12.108540300000001,20.0,3.0,4.0,3.0,False,440000.0
santiago de surco,Comprar,departamento,220.0,-77.01704590000001,-12.130426,0.0,4.0,3.0,2.0,False,2200.0
san borja,Alquilar,departamento,115.0,-77.0007734,-12.105153199999998,20.0,1.0,2.0,0.0,False,450000.0
san miguel,Comprar,departamento,130.0,-77.086747646,-12.0751805,16.0,2.0,2.0,0.0,False,134000.0
carabayllo,Comprar,casa,132.0,-77.0538234,-11.834719,2.0,4.0,6.0,1.0,False,277500.0
lince,Alquilar,departamento,409.0,-77.0350321,-12.089725999999999,5.0,1.0,1.0,0.0,False,1120000.0
san borja,Alquilar,departamento,111.0,-76.9919175,-12.0845655,20.0,2.0,2.0,2.0,False,180000.0
san borja,Alquilar,departamento,140.0,-76.991775,-12.0978755,20.0,2.0,2.0,0.0,False,1200.0
santiago de surco,Alquilar,departamento,250.0,-77.0103314,-12.1404836,1.0,2.0,3.0,1.0,False,2600.0
miraflores,Alquilar,departamento,107.0,-77.0388777,-12.116493199999999,8.0,2.0,3.0,1.0,False,1700.0
santiago de surco,Alquilar,casa,60.0,-76.9753276,-12.0834385,39.0,4.0,4.0,2.0,False,630.0
santiago de surco,Alquilar,departamento,850.0,-76.9986724,-12.1657315,5.0,1.0,2.0,0.0,False,4900000.0
san borja,Alquilar,departamento,93.0,-76.99614820000001,-12.099757,15.0,2.0,3.0,1.0,False,415.077
santiago de surco,Alquilar,departamento,100.0,-76.98745840000001,-12.147144599999999,8.0,3.0,3.0,2.0,False,50000.0
miraflores,Alquilar,departamento,160.0,-77.026966,-12.131670313956327,11.0,2.0,2.0,2.0,False,850.0
villa el salvador,Comprar,casa,117.0,-76.9463721762,-12.2181564401,25.0,2.0,3.0,0.0,False,259000.0
san borja,Comprar,departamento,90.0,-77.0019621302,-12.090233613099999,8.0,3.0,4.0,2.0,False,750.0
san miguel,Comprar,departamento,117.0,-77.086747646,-12.0751805,16.0,2.0,2.0,0.0,False,269000.0
santiago de surco,Comprar,casa,130.0,-76.9753276,-12.0834385,39.0,4.0,4.0,2.0,False,229000.0
pueblo libre,Comprar,departamento,130.0,-77.06607209999999,-12.0738423,3.0,2.0,2.0,0.0,False,306000.0
miraflores,Comprar,departamento,70.0,-77.02153709999999,-12.132197300000001,4.0,2.0,1.0,1.0,False,590.0
miraflores,Comprar,departamento,80.0,-77.044685,-12.111697900000001,30.0,2.0,2.0,2.0,False,120000.0
miraflores,Alquilar,departamento,185.0,-77.0290684,-12.123621299999998,30.0,1.0,1.0,0.0,False,400000.0
los olivos,Comprar,departamento,800.0,-77.0725458,-11.9768913,7.0,2.0,2.0,0.0,False,2210400.0
san juan de miraflores,Comprar,departamento,120.0,-76.96951999999999,-12.165125065411155,0.0,2.0,3.0,1.0,False,280000.0
miraflores,Comprar,departamento,9400.0,-77.02347900000001,-12.123489999999999,0.0,3.0,2.0,1.0,False,5690000.0
miraflores,Comprar,departamento,72.0,-77.02347900000001,-12.123564,0.0,3.0,2.0,1.0,False,49999.0
miraflores,Alquilar,departamento,58.0,-77.0219469,-12.1306992,5.0,1.0,1.0,1.0,True,58000.0
miraflores,Alquilar,departamento,280.0,-77.0283285,-12.1310743,15.0,1.0,2.0,1.0,False,2800.0
santiago de surco,Comprar,departamento,77.0,-77.01403732513124,-12.131513116868096,12.0,2.0,3.0,0.0,False,111000.0
chorrillos,Comprar,casa,77.0,-77.0056713,-12.1990036,12.0,3.0,4.0,2.0,False,111000.0
villa el salvador,Alquilar,departamento,77.0,-76.943725,-12.234748121455851,1.0,2.0,3.0,0.0,False,107000.0
miraflores,Alquilar,departamento,77.0,-77.08481390000001,-12.090587300000001,3.0,3.0,3.0,2.0,False,107000.0
santiago de surco,Alquilar,departamento,270.0,-76.96550669999998,-12.0949962,18.0,3.0,3.0,1.0,False,1050000.0
santiago de surco,Alquilar,departamento,1881.0,-77.00111600000001,-12.1295022,24.0,2.0,2.0,1.0,False,2400000.0
santiago de surco,Comprar,departamento,540.0,-76.984566,-12.121217999999999,6.0,2.0,3.0,1.0,False,834719.0
san isidro,Alquilar,departamento,68.0,-77.03868059999998,-12.1052499,18.0,1.0,1.0,0.0,False,385.0
san isidro,Alquilar,departamento,7.0,-77.03868059999998,-12.1052499,14.0,1.0,1.0,0.0,False,23000.0
san isidro,Comprar,departamento,247.0,-77.0472934,-12.095755300000002,8.0,3.0,3.0,2.0,False,622000.0
santiago de surco,Comprar,departamento,80.0,-76.97812384612028,-12.112422210484647,9.0,2.0,3.0,1.0,False,730.0
santiago de surco,Alquilar,departamento,128.0,-76.99517279999998,-12.164991399999998,29.0,1.0,3.0,1.0,False,338200.0
san borja,Comprar,departamento,150.0,-76.9871691023773,-12.087243008483494,9.0,2.0,3.0,2.0,False,1500.0
san borja,Comprar,departamento,41.0,-77.01103669999998,-12.095619300000001,19.0,3.0,2.0,2.0,False,231.955
miraflores,Alquilar,departamento,54.0,-77.0254882,-12.121530400000001,13.0,3.0,3.0,1.0,False,85000.0
santiago de surco,Comprar,departamento,82.0,-77.01405902009888,-12.131520968086562,10.0,1.0,3.0,1.0,False,70000.0
miraflores,Comprar,departamento,180.0,-77.01356037301636,-12.130115735762464,0.0,3.0,3.0,1.0,False,250000.0
san martin de porres,Comprar,departamento,30.0,-77.0819312,-12.0289886,5.0,3.0,3.0,0.0,False,85000.0
miraflores,Alquilar,departamento,33.0,-77.02695990000001,-12.126991499999999,0.0,3.0,3.0,1.0,False,83000.0
san borja,Alquilar,departamento,3000.0,-76.98634940000001,-12.0861507,5.0,2.0,3.0,0.0,False,1800.0
miraflores,Alquilar,departamento,80.0,-77.0304235,-12.121219,7.0,1.0,1.0,0.0,False,612.0
san miguel,Alquilar,departamento,354.0,-77.077936,-12.089038,9.893229,1.0,1.0,0.0,False,810000.0
miraflores,Alquilar,departamento,200.0,-77.0289928,-12.1305132,5.0,2.0,3.0,2.0,False,1200000.0
jesus maria,Comprar,departamento,1601.0,-77.04915600000001,-12.069752455174804,9.0,1.0,2.0,0.0,True,1985736.0
chorrillos,Comprar,casa,520.0,-77.007459,-12.215137746906386,11.0,4.0,4.0,3.0,False,2450000.0
independencia,Alquilar,departamento,229.0,-77.06062969999998,-11.9863612,2.0,1.0,2.0,0.0,False,529751.0
magdalena,Comprar,departamento,1.0,-77.0640945,-12.092487199999999,14.0,2.0,2.0,1.0,False,4524780.0
magdalena,Comprar,departamento,2070.0,-77.068311,-12.097881141860821,8.0,2.0,3.0,1.0,False,2800000.0
san miguel,Comprar,departamento,349.0,-77.07995799999999,-12.09091499462914,13.0,3.0,3.0,1.0,False,749000.0
breña,Comprar,departamento,500.0,-77.04885970000001,-12.0686422,13.0,2.0,2.0,1.0,False,2800000.0
rimac,Alquilar,departamento,2586.0,-77.0257257,-12.029715300000001,6.0,2.0,3.0,0.0,False,4715920.0
san borja,Comprar,departamento,223.0,-76.981937,-12.096644712736845,7.0,3.0,3.0,2.0,False,535000.0
santiago de surco,Alquilar,departamento,1717.0,-77.0097873,-12.127728900000001,15.0,1.0,1.0,0.0,False,1839379.0
surquillo,Alquilar,departamento,223.0,-77.00134140000002,-12.1202149,0.0,3.0,2.0,1.0,False,290000.0
lima,Comprar,departamento,8225.0,-77.0758733,-12.0533523,8.0,3.0,3.0,1.0,False,7900000.0
pueblo libre,Alquilar,departamento,175.0,-77.07965300000001,-12.074957199999998,6.0,2.0,3.0,4.0,True,378909.446
lince,Alquilar,departamento,269.0,-77.02832719999998,-12.0891462,0.0,1.0,1.0,1.0,False,122258.0
pueblo libre,Comprar,departamento,319.0,-77.06661779999999,-12.0732164,1.0,1.0,3.0,0.0,False,730873.0
la molina,Alquilar,departamento,107.0,-76.95014049999997,-12.0911967,4.0,2.0,3.0,2.0,False,200000.0
la molina,Alquilar,casa,120.0,-76.9419772,-12.070927099999999,20.0,2.0,3.0,1.0,False,238500.0
la molina,Alquilar,departamento,360.0,-76.947553,-12.0654644,12.0,2.0,2.0,1.0,False,3500000.0
santiago de surco,Alquilar,departamento,236.0,-76.97540759999998,-12.126900599999999,10.0,3.0,3.0,2.0,False,307645.353
miraflores,Comprar,departamento,102.0,-77.0321635,-12.1056411,7.0,2.0,1.0,1.0,False,203288.0
la molina,Comprar,casa,55.0,-76.9564632,-12.103349900000001,44.0,4.0,4.0,3.0,False,117529.0
san borja,Comprar,departamento,84.0,-77.000026,-12.091598265774332,1.0,3.0,2.0,1.0,False,207500.0
surquillo,Comprar,departamento,120.0,-77.013837,-12.116215409689175,4.0,2.0,3.0,1.0,False,880000.0
san miguel,Alquilar,departamento,285.0,-77.0889078,-12.081762,7.0,2.0,3.0,1.0,False,630000.0
miraflores,Comprar,departamento,92.0,-77.02809079999999,-12.1274769,5.0,1.0,1.0,0.0,False,225950.0
san borja,Comprar,departamento,40.0,-76.98545379999999,-12.110789599999999,10.0,3.0,4.0,2.0,False,69795.0
miraflores,Comprar,departamento,374.0,-77.02592330000002,-12.1314995,19.0,3.0,3.0,2.0,False,180000.0
san borja,Alquilar,departamento,107.0,-76.98816509999999,-12.092242599999999,0.0,2.0,3.0,0.0,False,166000.0
san miguel,Alquilar,departamento,179.0,-77.10005799999999,-12.076473481481562,2.0,2.0,3.0,1.0,False,510000.0
san borja,Comprar,departamento,228.0,-76.99410449999998,-12.098181199999999,0.0,4.0,3.0,1.0,False,376000.0
los olivos,Comprar,departamento,75.0,-77.0795946,-11.963486300000001,2.0,2.0,3.0,0.0,False,127857.0
san borja,Comprar,departamento,4.0,-76.99051259999999,-12.0911462,0.0,3.0,4.0,2.0,False,20120.0
san borja,Comprar,departamento,139.0,-76.9943208,-12.097562400000001,10.0,2.0,3.0,0.0,False,302570.0
