location.district,operation_type.name,property_type.name,usd_price,total_area,years_old,bathrooms,bedrooms,garages,has_swimming_pool,lon,lat
santiago de surco,Comprar,departamento,155000.0,100.0,6.0,2.0,3.0,1.0,False,-12.1075323,-76.963899
san borja,Alquilar,oficina,560.0,92.0,0.0,2.0,3.0,0.0,False,-12.108014,-77.00047380000001
san borja,Alquilar,oficina,300.0,46.0,0.0,1.0,3.0,3.0,False,-12.10690204057875,-77.000763
miraflores,Alquilar,departamento,700.0,100.0,7.0,3.0,2.0,0.0,False,-12.1151102,-77.0428464
san isidro,Alquilar,oficina,700.0,80.0,21.0,1.0,0.0,0.0,False,-12.0972302,-77.0272018
miraflores,Alquilar,departamento,1500.0,253.0,12.0,3.0,3.0,1.0,False,-12.1193463,-77.0408396
miraflores,Alquilar,departamento,680.0,100.0,13.0,3.0,2.0,1.0,False,-12.1206573,-77.0348376
miraflores,Alquilar,departamento,750.0,120.0,7.0,0.0,2.0,0.0,False,-12.1297536,-77.0290529
santiago de surco,Comprar,departamento,139000.0,96.0,39.0,2.0,3.0,1.0,False,-12.1316914,-76.99635049999999
miraflores,Alquilar,departamento,730.0,105.0,5.0,2.0,3.0,1.0,False,-12.1293621,-77.0316194
barranco,Alquilar,departamento,435.0,45.0,4.0,1.0,1.0,0.0,False,-12.1505091,-77.0190678
miraflores,Alquilar,departamento,600.0,60.0,7.0,1.0,1.0,1.0,False,-12.1295913,-77.0290389
magdalena,Comprar,departamento,73000.0,47.0,3.0,1.0,1.0,0.0,False,-12.0962026,-77.0713921
jesus maria,Comprar,departamento,160000.0,105.0,30.0,2.0,3.0,0.0,False,-12.0741211,-77.0473681
miraflores,Comprar,departamento,305000.0,155.0,30.0,3.0,3.0,2.0,False,-12.1254562,-77.0261545
breña,Comprar,departamento,95000.0,127.0,50.0,2.0,3.0,0.0,False,-12.052182,-77.04457120000001
barranco,Alquilar,departamento,700.0,110.0,15.0,0.0,2.0,0.0,False,-12.1404203,-77.02381749999999
miraflores,Alquilar,departamento,750.0,75.0,10.0,2.0,2.0,0.0,False,-12.1281656,-77.0282916
san isidro,Alquilar,local comercial,5000.0,540.0,20.0,0.0,0.0,0.0,False,-12.0935428,-77.033338
miraflores,Alquilar,departamento,1000.0,115.0,10.0,3.0,3.0,1.0,False,-12.1188603,-77.0384775
miraflores,Alquilar,departamento,630.0,62.0,10.0,1.0,1.0,1.0,False,-12.118863419427688,-77.04322138650816
santiago de surco,Comprar,departamento,160000.0,220.0,17.0,3.0,3.0,1.0,False,-12.1336113,-76.9954913
san isidro,Comprar,terreno-lote,1603716.0,540.0,9.489178011893621,2.0,3.0,0.0,False,-12.0934928,-77.0332379
miraflores,Alquilar,departamento,1497.0,253.0,9.489178011893621,3.0,3.0,1.0,True,-12.1193463,-77.0408396
miraflores,Alquilar,departamento,500.0,60.0,16.0,1.0,1.0,0.0,False,-12.1217106,-77.027002
san isidro,Alquilar,oficina,300.0,30.0,31.0,3.0,3.0,2.0,False,-12.0906783,-77.0194564
santiago de surco,Comprar,casa,790000.0,170.0,16.0,3.0,4.0,3.0,False,-12.1131426,-76.9649596
surquillo,Alquilar,departamento,170.914,150.0,15.0,1.0,2.0,1.0,False,-12.117025861069436,-77.001121
san luis,Alquilar,departamento,340.0,50.0,20.0,1.0,2.0,0.0,False,-12.0800557,-77.0038324
magdalena,Comprar,departamento,153000.0,78.0,10.0,2.0,3.0,1.0,False,-12.0958238,-77.06010510000002
la molina,Comprar,casa,423000.0,239.0,15.0,3.0,3.0,2.0,False,-12.066740845354794,-76.93832838042601
san miguel,Alquilar,departamento,700.0,120.0,12.0,3.0,5.0,0.0,False,-12.0642448,-77.1007103
san isidro,Alquilar,departamento,1400.0,120.0,8.0,2.0,2.0,1.0,False,-12.0987201,-77.0549551
magdalena,Alquilar,departamento,710.0,78.0,10.0,2.0,3.0,1.0,False,-12.0958238,-77.06010510000002
san miguel,Alquilar,departamento,700.0,120.0,12.0,3.0,5.0,0.0,False,-12.064569099999998,-77.09742349999999
santiago de surco,Alquilar,local comercial,2000.0,125.0,5.0,2.0,3.0,0.0,False,-12.113441,-76.9914083
miraflores,Alquilar,departamento,750.0,98.0,30.0,2.0,2.0,2.0,False,-12.1051698335826,-77.032702
lince,Alquilar,local comercial,2750.0,203.0,7.0,2.0,3.0,0.0,False,-12.0831115,-77.0315457
miraflores,Alquilar,departamento,1000.0,98.0,3.0,2.0,2.0,0.0,False,-12.1276692,-77.0324423
miraflores,Comprar,departamento,298000.0,174.0,40.0,3.0,4.0,0.0,False,-12.0918101,-77.0422032
magdalena,Alquilar,local comercial,6500.0,420.0,4.0,2.0,3.0,0.0,False,-12.0896331,-77.0585169
san borja,Alquilar,departamento,366.244,120.0,8.0,2.0,3.0,1.0,False,-12.098756496082745,-76.999861
jesus maria,Comprar,departamento,181300.0,98.0,0.0,2.0,3.0,1.0,False,-12.0827207,-77.05220729999999
los olivos,Alquilar,local comercial,435.0,18.0,5.0,0.0,3.0,0.0,False,-11.9942378,-77.06123889999999
miraflores,Alquilar,departamento,1100.0,105.0,2.0,3.0,3.0,1.0,False,-12.11151,-77.0467226
santiago de surco,Alquilar,local comercial,2023.0,90.0,5.0,1.0,3.0,1.0,False,-12.1114621,-76.991162
san borja,Comprar,departamento,128000.0,82.0,30.0,1.0,2.0,0.0,False,-12.0980303,-77.00115989999999
los olivos,Alquilar,departamento,390.661,72.0,5.0,1.0,1.0,1.0,False,-11.9866463,-77.0679073
miraflores,Alquilar,departamento,1300.0,260.0,2.0,5.0,2.0,2.0,False,-12.115606731460124,-77.029642
san borja,Alquilar,casa,2300.0,270.0,0.0,4.0,5.0,3.0,False,-12.0954443,-76.9947088
san borja,Comprar,departamento,185000.0,100.0,0.0,2.0,3.0,1.0,False,-12.0954443,-76.9947088
la molina,Alquilar,departamento,1100.0,260.0,0.0,5.0,5.0,2.0,False,-12.0690059,-76.9619625
san isidro,Comprar,casa,1300000.0,588.0,40.0,4.0,3.0,2.0,False,-12.0975,-77.050788
san isidro,Comprar,departamento,749000.0,226.0,4.0,3.0,3.0,3.0,False,-12.1029929,-77.0495607
chorrillos,Alquilar,local industrial,8500.0,1045.0,40.0,4.0,7.0,8.0,False,-12.198036876082424,-77.00377121230018
magdalena,Alquilar,departamento,561.0,89.0,9.0,2.0,3.0,1.0,False,-12.0872836,-77.0641921
la molina,Alquilar,departamento,488.326,120.0,15.0,2.0,4.0,1.0,False,-12.0755148,-76.9502569
miraflores,Alquilar,departamento,836.0,90.0,15.0,2.0,2.0,1.0,False,-12.1154837,-77.0298353
san isidro,Comprar,casa,215000.0,209.0,55.0,2.0,5.0,1.0,False,-12.0974407,-77.0314336
san isidro,Comprar,casa,215000.0,105.0,55.0,3.0,7.0,1.0,False,-12.0963327,-77.0280721
santiago de surco,Comprar,oficina,85000.0,50.0,30.0,1.0,3.0,1.0,False,-12.111523,-76.9905651
santiago de surco,Alquilar,oficina,500.0,50.0,30.0,1.0,3.0,1.0,False,-12.111523,-76.9905651
lima,Comprar,terreno-lote,476190.0,366.0,0.0,2.0,3.0,0.0,False,-12.0463841,-77.05059419999999
chorrillos,Alquilar,departamento,750.0,79.0,0.0,2.0,2.0,0.0,False,-12.1581872,-77.0236206
san isidro,Comprar,departamento,140000.0,84.0,50.0,1.0,2.0,0.0,False,-12.0974304,-77.0567219
los olivos,Alquilar,local comercial,415.077,16.0,1.0,0.0,3.0,0.0,False,-11.9591206,-77.0733356
san borja,Alquilar,oficina,1500.0,150.0,5.0,1.0,3.0,0.0,False,-12.0961564,-77.00250439999999
san isidro,Comprar,departamento,1100000.0,476.0,0.0,5.0,4.0,3.0,True,-12.099214,-77.0458034
breña,Comprar,departamento,69900.0,60.0,0.0,2.0,2.0,1.0,False,-12.051547,-77.0469579
miraflores,Comprar,departamento,300000.0,138.0,11.0,2.0,2.0,2.0,False,-12.12018,-77.00952629999999
la molina,Comprar,terreno-lote,450000.0,450.0,0.0,2.0,3.0,0.0,True,-12.084773525891427,-76.924218
san isidro,Alquilar,local comercial,3000.0,285.0,0.0,5.0,3.0,4.0,False,-12.096747168206255,-77.023233
santiago de surco,Alquilar,departamento,408.0,73.0,20.0,1.0,2.0,0.0,False,-12.135305032737024,-76.982473
pueblo libre,Comprar,casa,359000.0,298.24338593974176,45.0,4.0,5.0,3.0,False,-12.073944735426082,-77.0583196974366
santiago de surco,Comprar,casa,470000.0,298.24338593974176,28.0,3.0,5.0,5.0,False,-12.126707987080962,-76.9975307816204
miraflores,Alquilar,departamento,3000.0,190.0,0.0,5.0,4.0,1.0,False,-12.1245725,-77.03712879999999
chorrillos,Comprar,casa,239000.0,159.0,45.0,4.0,4.0,1.0,False,-12.173451644221798,-77.010069
miraflores,Alquilar,local comercial,4500.0,100.0,5.0,2.0,3.0,0.0,False,-12.1206544,-77.0294397
miraflores,Comprar,departamento,350000.0,157.0,6.0,3.0,3.0,2.0,False,-12.12438920454255,-77.007206
puente piedra,Comprar,departamento,40000.0,56.0,5.0,2.0,3.0,1.0,False,-11.8503115,-77.0941046
san juan de lurigancho,Alquilar,local comercial,4500.0,560.0,8.0,5.0,3.0,0.0,False,-11.984747,-77.0074716
surquillo,Comprar,departamento,90000.0,50.0,0.0,1.0,2.0,0.0,False,-12.1155559,-77.0116219
santiago de surco,Comprar,departamento,230000.0,126.0,11.0,3.0,3.0,2.0,True,-12.0996284,-76.9671455
magdalena,Comprar,departamento,82000.0,54.0,3.0,1.0,2.0,0.0,True,-12.0849193,-77.06912919999999
miraflores,Comprar,casa,599000.0,258.0,40.0,6.0,6.0,1.0,False,-12.1266397,-77.0136319
miraflores,Alquilar,oficina,292.996,450.0,0.0,6.0,3.0,7.0,False,-12.1070827,-77.0322213
jesus maria,Alquilar,oficina,244.163,600.0,0.0,10.0,3.0,5.0,False,-12.087854,-77.0588337
jesus maria,Alquilar,oficina,244.163,500.0,0.0,4.0,3.0,8.0,False,-12.0838364,-77.05109550000002
carabayllo,Comprar,casa,72000.0,105.0,9.489178011893621,1.0,3.0,1.0,False,-11.8835917,-77.0376303
lima,Comprar,local comercial,1200000.0,516.0,81.0,0.0,3.0,0.0,False,-12.0543032,-77.0385964
san miguel,Alquilar,departamento,408.0,67.0,5.0,2.0,3.0,0.0,False,-12.0861568,-77.0923217
san isidro,Comprar,departamento,360000.0,142.0,17.0,3.0,3.0,2.0,False,-12.0960829,-77.0454226
miraflores,Alquilar,departamento,900.0,90.0,2.0,2.0,1.0,1.0,True,-12.117715,-77.0263858
santiago de surco,Comprar,departamento,256500.0,127.0,0.0,2.0,3.0,2.0,False,-12.1244992,-76.9935203
pueblo libre,Comprar,departamento,139122.0,75.0,0.0,2.0,3.0,1.0,False,-12.0703321,-77.0652735
pueblo libre,Comprar,departamento,156000.0,84.0,0.0,2.0,3.0,1.0,False,-12.07815401807904,-77.06860715952455
san borja,Comprar,departamento,340000.0,180.0,0.0,3.0,3.0,2.0,False,-12.0896916,-76.9987774
magdalena,Comprar,departamento,202950.0,106.0,0.0,2.0,3.0,2.0,False,-12.0903597,-77.0596552
santiago de surco,Comprar,departamento,159500.0,113.0,0.0,2.0,3.0,1.0,False,-12.1466745,-76.9910802
pueblo libre,Comprar,departamento,187000.0,84.0,0.0,2.0,3.0,1.0,False,-12.0764138,-77.0677438
santiago de surco,Comprar,departamento,350000.0,165.0,0.0,3.0,3.0,2.0,False,-12.1165778,-76.9942763
santiago de surco,Comprar,departamento,307993.0,183.0,0.0,4.0,4.0,2.0,False,-12.1244334,-76.9729756
santiago de surco,Comprar,departamento,315000.0,189.0,0.0,3.0,4.0,2.0,False,-12.1311266,-76.9914409
chorrillos,Comprar,departamento,115000.0,68.0,0.0,2.0,2.0,0.0,False,-12.1799549,-77.009733
pueblo libre,Comprar,departamento,145000.0,102.0,0.0,2.0,3.0,1.0,False,-12.0815615,-77.0629206
santiago de surco,Comprar,departamento,260000.0,138.0,0.0,2.0,3.0,2.0,False,-12.123438236905832,-76.99666894232787
santiago de surco,Comprar,departamento,265000.0,137.0,0.0,2.0,3.0,2.0,False,-12.1267257,-76.98636139999999
santiago de surco,Comprar,departamento,332900.0,186.0,0.0,3.0,3.0,2.0,False,-12.1346083,-76.99219920000002
santiago de surco,Comprar,departamento,240000.0,118.0,0.0,2.0,3.0,1.0,False,-12.1268621,-76.98599619999999
san borja,Comprar,departamento,293000.0,138.0,0.0,3.0,3.0,1.0,False,-12.0993161,-77.00517769999999
pueblo libre,Comprar,departamento,260000.0,219.0,30.0,3.0,5.0,1.0,False,-12.0750867,-77.0677645
barranco,Comprar,departamento,210000.0,116.0,20.0,2.0,3.0,1.0,False,-11.9119634,-77.04132659999999
miraflores,Comprar,departamento,600000.0,238.0,7.0,5.0,4.0,2.0,False,-12.1202764,-77.01480389999999
villa el salvador,Comprar,terreno-lote,78000.0,140.0,0.0,0.0,0.0,0.0,False,-12.2118575,-76.94306069999999
villa el salvador,Comprar,casa,86000.0,100.0,0.0,3.0,5.0,0.0,False,-12.234342097706966,-76.920416
chorrillos,Comprar,terreno-lote,2406690.0,2431.0,0.0,2.0,3.0,0.0,False,-12.1959548,-77.000609
santiago de surco,Alquilar,local comercial,700.0,38.0,5.0,1.0,3.0,0.0,False,-12.131487,-76.99633870000001
jesus maria,Comprar,departamento,157000.0,95.0,10.0,3.0,3.0,1.0,False,-12.0867295,-77.0547863
santiago de surco,Alquilar,local comercial,75000.0,80.0,7.0,2.0,3.0,1.0,False,-12.1101447,-76.9781146
san isidro,Comprar,departamento,335837.0,160.0,7.0,4.0,3.0,2.0,False,-12.092801,-77.044219
san borja,Alquilar,departamento,791.0,125.0,5.0,3.0,3.0,1.0,False,-12.0946107,-77.0048193
pueblo libre,Alquilar,departamento,439.493,65.0,6.0,2.0,3.0,0.0,False,-12.0748798,-77.0795886
ate,Comprar,departamento,141000.0,120.0,1.0,3.0,3.0,1.0,False,-12.0735972,-76.9764081
santiago de surco,Comprar,local comercial,151000.0,500.0,0.0,2.0,3.0,3.0,False,-12.1101447,-76.9781146
miraflores,Alquilar,oficina,648.0,45.0,18.0,1.0,1.0,0.0,False,-12.1181548,-77.04061469999999
magdalena,Comprar,departamento,259900.0,135.0,6.0,4.0,2.0,2.0,False,-12.095348792502794,-77.059389
miraflores,Comprar,departamento,630000.0,358.0,1.0,5.0,3.0,2.0,True,-12.1304286,-77.00677859999999
santiago de surco,Alquilar,departamento,1300.0,170.0,10.0,3.0,3.0,2.0,False,-12.112748621242439,-76.988507
santiago de surco,Comprar,departamento,370000.0,231.0,17.0,3.0,3.0,1.0,False,-12.1108239,-76.9802926
san borja,Comprar,casa,570000.0,298.24338593974176,30.0,4.0,4.0,3.0,True,-12.0972819820188,-76.9951012614877
miraflores,Alquilar,oficina,1700.0,141.0,1.0,3.0,0.0,2.0,False,-12.110547410573476,-77.02975278122864
miraflores,Alquilar,departamento,550.0,60.0,50.0,1.0,1.0,1.0,False,-12.1139711,-77.03471569999999
lima,Comprar,local comercial,380000.0,277.0,50.0,0.0,0.0,0.0,False,-12.057048022672618,-77.0154263067322
barranco,Comprar,departamento,197947.0,94.0,9.489178011893621,2.0,2.0,1.0,False,-12.1343823,-77.0181492
punta negra,Comprar,casa,128804.0,120.0,9.489178011893621,3.0,3.0,2.0,True,-12.9840912,-76.5011286
san isidro,Alquilar,departamento,680.0,70.0,11.0,1.0,1.0,1.0,False,-12.0910489,-77.0404064
chaclacayo,Comprar,terreno-lote,552412.0,800.0,9.489178011893621,2.0,3.0,0.0,False,-11.9947642,-76.7682775
san isidro,Alquilar,departamento,1500.0,176.0,8.0,3.0,3.0,2.0,False,-12.0990861,-77.0433584
los olivos,Comprar,departamento,81941.0,91.0,9.489178011893621,2.0,3.0,1.0,False,-11.9702736,-77.0735727
miraflores,Alquilar,oficina,750.0,70.0,7.0,0.0,0.0,2.0,False,-12.1177486,-77.0338677
miraflores,Alquilar,oficina,1058.0,48.0,9.489178011893621,1.0,1.0,1.0,False,-12.119248,-77.0328281
miraflores,Comprar,departamento,238000.0,125.0,10.0,2.0,2.0,2.0,False,-12.1200933,-77.0412525
san isidro,Comprar,casa,690515.0,325.0,9.489178011893621,3.0,4.0,3.0,False,-12.0958442,-77.0296474
san miguel,Alquilar,departamento,467.0,85.0,10.0,2.0,3.0,1.0,False,-12.0827745,-77.0926124
san martin de porres,Comprar,terreno-lote,85000.0,120.0,9.489178011893621,2.0,3.0,0.0,False,-11.9817926,-77.1080804
jesus maria,Alquilar,casa,2000.0,425.0,15.0,4.0,0.0,5.0,False,-12.0789780639,-77.0430966994
santiago de surco,Comprar,terreno-lote,971877.0,812.0,9.489178011893621,2.0,3.0,0.0,False,-12.1281379,-76.9716803
santiago de surco,Alquilar,oficina,2301.0,142.0,9.489178011893621,1.0,1.0,4.0,False,-12.0853659,-76.9788883
santiago de surco,Alquilar,oficina,6559.0,468.0,9.489178011893621,1.0,1.0,5.0,False,-12.0979455,-76.9732428
los olivos,Alquilar,oficina,7000.0,1180.0,11.0,2.0,3.0,0.0,False,-11.9991495,-77.0628485
chorrillos,Alquilar,departamento,380.0,76.0,4.0,1.0,2.0,0.0,False,-12.1818364,-77.0051646
santiago de surco,Alquilar,departamento,570.0,75.0,9.0,2.0,2.0,1.0,False,-12.0790828,-76.9756025
santiago de surco,Alquilar,departamento,719.0,115.0,9.0,3.0,3.0,1.0,False,-12.0790828,-76.9756025
san isidro,Alquilar,departamento,899.0,105.0,10.0,2.0,2.0,1.0,False,-12.0905444,-77.020407
miraflores,Comprar,departamento,480000.0,292.0,20.0,2.0,3.0,1.0,False,-12.1204501,-77.0146784
barranco,Comprar,departamento,215000.0,94.0,4.0,2.0,2.0,1.0,False,-12.1343823,-77.0181492
santiago de surco,Comprar,departamento,220000.0,223.0,20.0,2.0,3.0,0.0,False,-12.1137787,-76.9722172
san isidro,Comprar,casa,750000.0,325.0,29.0,5.0,4.0,3.0,False,-12.0958442,-77.0296474
santiago de surco,Alquilar,departamento,790.0,115.0,5.0,2.0,3.0,1.0,False,-12.0790828,-76.9756025
santiago de surco,Comprar,terreno-lote,1055600.0,812.0,0.0,2.0,0.0,0.0,False,-12.1281379,-76.9716803
chaclacayo,Comprar,terreno-lote,600000.0,800.0,0.0,2.0,0.0,0.0,False,-11.9947642,-76.7682775
san miguel,Comprar,departamento,70000.0,41.0,3.0,1.0,1.0,0.0,False,-12.086413,-77.0944516
breña,Comprar,departamento,165000.0,131.0,20.0,3.0,4.0,0.0,False,-12.0552338,-77.0511321
chorrillos,Alquilar,oficina,1538.0,115.0,4.0,2.0,0.0,1.0,False,-12.1773237,-77.0144424
ate,Alquilar,departamento,341.828,90.0,2.0,2.0,3.0,0.0,False,-12.0147737,-76.8850433
villa maria del triunfo,Comprar,casa,75000.0,200.0,38.0,9.0,9.0,2.0,False,-12.1712798926,-76.9512178811
pueblo libre,Alquilar,departamento,1000.0,300.0,40.0,3.0,6.0,1.0,False,-12.0789643,-77.0705094
san martin de porres,Comprar,casa,130000.0,160.0,15.0,1.0,2.0,1.0,False,-11.994843773,-77.106044426
lima,Alquilar,local industrial,6000.0,1800.0,40.0,6.0,0.0,6.0,False,-12.0440351,-77.0671292
san bartolo,Alquilar,departamento,800.0,96.0,4.0,2.0,2.0,1.0,False,-12.3845498021,-76.7854831409
santiago de surco,Comprar,departamento,600000.0,180.0,4.0,5.0,3.0,2.0,False,-12.1803723,-76.9461925
chaclacayo,Comprar,terreno-lote,85000.0,201.0,0.0,2.0,0.0,0.0,False,-12.0384103,-76.9570019
miraflores,Alquilar,departamento,600.0,70.0,10.0,1.0,1.0,1.0,False,-12.1283848023,-77.0227004561
santiago de surco,Alquilar,oficina,2500.0,142.0,2.0,2.0,0.0,4.0,False,-12.0853659,-76.9788883
miraflores,Alquilar,departamento,1000.0,100.0,3.0,2.0,1.0,2.0,False,-12.1200014103,-77.0415953643
san martin de porres,Comprar,terreno-lote,85000.0,120.0,20.0,2.0,0.0,0.0,False,-11.9817926,-77.10808039999999
miraflores,Alquilar,departamento,890.0,125.0,10.0,2.0,2.0,2.0,False,-12.1200933,-77.0412525
santiago de surco,Alquilar,oficina,7125.0,468.0,2.0,2.0,0.0,5.0,False,-12.0979455,-76.9732428
los olivos,Comprar,departamento,89000.0,91.0,16.0,2.0,3.0,1.0,False,-11.9702736,-77.0735727
san isidro,Alquilar,departamento,1350.0,140.0,8.0,2.0,3.0,2.0,True,-12.0917296,-77.0414405
san miguel,Alquilar,departamento,500.0,70.0,7.0,2.0,3.0,0.0,False,-12.079105,-77.10703699999999
miraflores,Alquilar,departamento,1000.0,140.0,15.0,4.0,3.0,1.0,False,-12.1215041,-77.01726029999999
san isidro,Alquilar,departamento,1050.0,136.0,10.0,2.0,3.0,2.0,True,-12.093482,-77.04115589999999
miraflores,Alquilar,departamento,950.0,137.0,11.0,3.0,2.0,1.0,False,-12.1215041,-77.01726029999999
la victoria,Comprar,local industrial,7311156.0,4301.0,25.0,2.0,3.0,0.0,False,-12.0666728,-76.985123
lima,Comprar,local industrial,1852848.0,1030.0,20.0,2.0,3.0,0.0,False,-12.0666728,-76.985123
san isidro,Alquilar,departamento,1050.0,136.0,10.0,4.0,3.0,2.0,True,-12.0904434,-77.0196144
miraflores,Alquilar,departamento,1800.0,150.0,8.0,4.0,3.0,1.0,False,-12.1261483,-77.0336387
santiago de surco,Comprar,departamento,178000.0,98.0,9.0,2.0,1.0,1.0,True,-12.1063151,-76.974469
santiago de surco,Comprar,departamento,649000.0,497.0,5.0,5.0,3.0,3.0,True,-12.1204501,-76.9776984
miraflores,Alquilar,oficina,500.0,46.0,40.0,1.0,3.0,0.0,False,-12.1282464,-77.0051209
miraflores,Alquilar,local comercial,17990.0,40.0,20.0,2.0,3.0,0.0,False,-12.1222278,-77.02605489999999
san bartolo,Comprar,departamento,220000.0,96.0,4.0,2.0,2.0,1.0,False,-12.3845498021,-76.7854831409
san bartolo,Alquilar,departamento,1500.0,96.0,4.0,2.0,2.0,1.0,False,-12.3845498021,-76.7854831409
santiago de surco,Comprar,departamento,200000.0,91.0,2.0,2.0,2.0,1.0,False,-12.1288893,-76.9764124
santiago de surco,Comprar,departamento,95000.0,60.0,20.0,1.0,3.0,1.0,False,-12.1559318,-76.98553319999999
san borja,Comprar,departamento,280000.0,120.0,0.0,4.0,3.0,2.0,False,-12.1007421,-76.9868077
magdalena,Alquilar,departamento,371.0,100.0,9.0,2.0,3.0,1.0,False,-12.094114852429119,-77.066919
miraflores,Alquilar,departamento,633.0,97.0,8.0,3.0,3.0,1.0,False,-12.1153868,-77.0297763
san borja,Comprar,departamento,467000.0,250.0,0.0,4.0,3.0,2.0,False,-12.0998446,-76.9866248
san isidro,Alquilar,casa,2669.0,300.0,9.489178011893621,3.0,5.0,4.0,False,-12.0971829,-77.032585
villa el salvador,Alquilar,local industrial,4159.0,2500.0,9.489178011893621,1.0,1.0,0.0,False,-12.2073386,-76.95565
san isidro,Comprar,casa,1206322.0,400.0,9.489178011893621,3.0,1.0,5.0,False,-12.0896649,-77.0095757
breña,Alquilar,departamento,280.787,100.0,6.0,2.0,3.0,1.0,False,-12.0610658,-77.0458563
san miguel,Alquilar,departamento,317.412,100.0,5.0,2.0,3.0,1.0,False,-12.072174131807094,-77.088693
chaclacayo,Comprar,departamento,135000.0,146.0,6.0,2.0,4.0,1.0,False,-11.9804187,-76.778641
san isidro,Comprar,departamento,2000000.0,521.0,2.0,3.0,3.0,1.0,False,-12.1021421,-77.0359407
magdalena,Alquilar,departamento,631.0,72.0,0.0,2.0,3.0,1.0,False,-12.0870818,-77.07066569999999
san miguel,Comprar,departamento,115000.0,93.0,0.0,2.0,3.0,1.0,False,-12.0890384,-77.0779364
jesus maria,Alquilar,departamento,366.244,100.0,5.0,2.0,3.0,1.0,False,-12.0825241,-77.0506498
los olivos,Alquilar,departamento,219.747,120.0,5.0,2.0,3.0,1.0,False,-12.0025306,-77.0633069
puente piedra,Comprar,terreno-lote,135000.0,240.0,0.0,0.0,0.0,0.0,False,-11.838060219723799,-77.102816
ate,Comprar,departamento,170000.0,120.0,0.0,2.0,3.0,1.0,False,-12.0781793,-76.98393759999999
san borja,Comprar,casa,850000.0,819.0,3.0,8.0,9.0,0.0,False,-12.0912661,-77.00385220000001
ate,Comprar,departamento,128000.0,75.0,3.0,3.0,3.0,0.0,False,-12.0747428,-76.9826035
miraflores,Alquilar,local comercial,6000.0,760.0,7.0,2.0,0.0,0.0,False,-12.1264676,-77.0165066
breña,Alquilar,departamento,306.0,90.0,10.0,2.0,3.0,1.0,False,-12.0687477,-77.0503595
san isidro,Comprar,departamento,440000.0,225.0,15.0,5.0,3.0,2.0,False,-12.099650342687644,-77.035932
san isidro,Alquilar,departamento,1800.0,250.0,21.0,4.0,3.0,1.0,False,-12.099211,-77.0458191
miraflores,Comprar,departamento,165000.0,144.0,20.0,0.0,3.0,0.0,False,-12.1270046,-77.0143247
miraflores,Comprar,departamento,390000.0,177.0,5.0,3.0,3.0,1.0,False,-12.1222588,-77.0369266
miraflores,Alquilar,departamento,930.0,120.0,10.0,4.0,5.0,1.0,False,-12.1237653,-77.0251902
miraflores,Comprar,departamento,189000.0,105.0,15.0,3.0,3.0,1.0,False,-12.1204501,-77.0146784
miraflores,Alquilar,departamento,1800.0,232.0,11.0,3.0,3.0,1.0,False,-12.1201404,-77.0390223
san borja,Comprar,departamento,248000.0,112.0,0.0,3.0,3.0,1.0,False,-12.0965938,-76.983163
san borja,Comprar,departamento,326800.0,152.0,0.0,3.0,3.0,1.0,False,-12.0933405,-76.9945203
la victoria,Alquilar,local comercial,3500.0,164.0,10.0,0.0,0.0,0.0,False,-12.076061,-77.0256224
los olivos,Alquilar,local comercial,770.0,110.0,4.0,1.0,0.0,0.0,False,-11.9945563784,-77.065025873
miraflores,Alquilar,local comercial,3000.0,112.0,0.0,2.0,0.0,0.0,False,-12.1215421,-77.0316295
miraflores,Alquilar,local comercial,3500.0,180.0,15.0,2.0,0.0,0.0,False,-12.1229837,-77.0282851
santiago de surco,Comprar,departamento,219000.0,128.0,1.0,2.0,3.0,1.0,False,-12.1222171,-76.9920098
comas,Comprar,departamento,47622.0,72.0,3.0,2.0,3.0,0.0,False,-11.9272409,-77.0589428
comas,Comprar,departamento,57532.0,70.0,3.0,2.0,3.0,1.0,False,-11.9284624,-77.0568848
surquillo,Alquilar,departamento,551.0,70.0,9.489178011893621,2.0,2.0,1.0,False,-12.1189274,-77.0171783
barranco,Alquilar,departamento,900.0,70.0,0.0,2.0,2.0,1.0,False,-12.1337848,-77.0189891
san juan de lurigancho,Comprar,departamento,65000.0,70.0,30.0,1.0,2.0,0.0,False,-12.0283491,-77.0094252
barranco,Alquilar,departamento,575.0,45.0,0.0,1.0,1.0,0.0,False,-12.1337848,-77.0189891
san juan de lurigancho,Comprar,casa,212000.0,160.0,35.0,2.0,7.0,1.0,False,-12.0220117,-77.0007082
san juan de lurigancho,Comprar,casa,189000.0,160.0,35.0,2.0,6.0,1.0,False,-12.0220117,-77.0007082
surquillo,Alquilar,departamento,680.0,70.0,4.0,2.0,2.0,1.0,False,-12.1189274,-77.0171783
comas,Comprar,departamento,50926.0,70.0,3.0,2.0,3.0,0.0,False,-11.9265381329,-77.0597160978
los olivos,Alquilar,local comercial,1156.0,120.0,1.0,2.0,0.0,1.0,False,-11.9944331411,-77.0650749121
comas,Comprar,departamento,59184.0,72.0,3.0,2.0,3.0,0.0,False,-11.9265066412,-77.0596517248
miraflores,Alquilar,local comercial,2500.0,40.0,0.0,2.0,0.0,0.0,False,-12.1216022037,-77.0307545846
la victoria,Alquilar,local comercial,4500.0,164.0,10.0,0.0,0.0,0.0,False,-12.076061,-77.0256224
comas,Comprar,departamento,48000.0,56.0,3.0,1.0,3.0,0.0,False,-11.9263911715,-77.059834115
