,location.district,operation_type.name,property_type,build_area,longitud,latitud,years_old,bathrooms,bedrooms,garages,has_swimming_pool,usd_price
3231,santiago de surco,Comprar,departamento,170.0,-76.991024,-12.1197163,0.0,6.0,4.0,2.0,False,290000.0
3232,santiago de surco,Alquilar,departamento,123.0,-77.02885129999999,-12.1008172,15.0,3.0,3.0,2.0,False,227804.059
3233,santiago de surco,Comprar,departamento,124.0,-76.9673968,-12.0993306,9.0,3.0,3.0,1.0,True,180000.0
3234,san isidro,Comprar,departamento,70.0,-77.0376828,-12.102975599999999,0.0,3.0,3.0,1.0,False,83000.0
3235,ate,Alquilar,departamento,200.0,-76.9463828,-12.0509084,21.0,3.0,3.0,1.0,False,850.0
3236,la victoria,Alquilar,departamento,70.0,-77.02537190000001,-12.084553699999999,1.0,1.0,1.0,1.0,False,463.91
3237,santiago de surco,Comprar,departamento,60.0,-76.98181850000002,-12.137576199999998,0.0,4.0,3.0,1.0,False,461.0
3238,santiago de surco,Comprar,departamento,270.0,-76.9767944,-12.0821481,0.0,3.0,3.0,2.0,False,470000.0
3239,miraflores,Comprar,departamento,104.0,-77.01093259999998,-12.1209725,0.0,2.0,2.0,2.0,False,195000.0
3240,surquillo,Comprar,departamento,104.0,-77.014543,-12.1161404,0.0,1.0,2.0,0.0,False,173000.0
3241,miraflores,Alquilar,departamento,120.0,-77.02489870000001,-12.1210917,1.0,2.0,2.0,1.0,True,714.0
3242,miraflores,Comprar,casa,150.0,-77.03165279999999,-12.1310142,8.0,3.0,3.0,3.0,True,2539.295
3243,san miguel,Alquilar,departamento,234.0,-77.1009651,-12.0746715,9.0,1.0,2.0,1.0,False,220000.0
3244,santiago de surco,Alquilar,departamento,120.0,-76.99967679999999,-12.1663434,4.0,2.0,3.0,0.0,False,634.0
3245,san borja,Comprar,departamento,20.0,-76.98021920000001,-12.1033978,12.0,2.0,3.0,1.0,False,50000.0
3246,miraflores,Alquilar,departamento,94.0,-77.027089,-12.125710836979493,7.0,2.0,2.0,1.0,False,303.0
3247,san borja,Alquilar,departamento,185.0,-76.985351,-12.094869489603214,6.0,2.0,3.0,2.0,False,377000.0
3248,san miguel,Alquilar,departamento,209.0,-77.103916,-12.082608562524026,5.0,2.0,3.0,1.0,False,1500.0
3249,miraflores,Comprar,departamento,4327.0,-77.043114,-12.114959042794185,5.0,2.0,2.0,2.0,False,24909.0
3250,miraflores,Comprar,departamento,114.0,-77.0295668,-12.1171462,0.0,3.0,2.0,2.0,False,2300.0
3251,santiago de surco,Comprar,departamento,130.0,-76.99112749999998,-12.169874,0.0,2.0,3.0,1.0,False,282000.0
3252,miraflores,Comprar,departamento,266.0,-77.025262,-12.130686817812029,8.0,3.0,2.0,1.0,False,2402.0
3253,san borja,Comprar,departamento,95.0,-77.0059282,-12.094145300000001,8.0,2.0,3.0,2.0,False,650.0
3254,surquillo,Comprar,departamento,76.0,-76.997467,-12.1140721,0.0,2.0,2.0,1.0,False,129000.0
3255,san borja,Comprar,casa,100.0,-77.00080159999999,-12.093053900000001,52.0,8.0,10.0,3.0,False,105000.0
3256,santiago de surco,Comprar,departamento,53.0,-76.9844202,-12.124065400000001,8.0,4.0,3.0,1.0,False,650.0
3257,barranco,Comprar,departamento,88.0,-77.023448,-12.151624609358162,11.0,5.0,4.0,3.0,False,210000.0
3258,miraflores,Comprar,departamento,42.0,-77.0404,-12.120131275788244,7.0,5.0,4.0,2.0,False,800.0
3259,san isidro,Comprar,departamento,136.0,-77.05507970000001,-12.099033,7.0,3.0,2.0,2.0,False,1050.0
3260,miraflores,Alquilar,departamento,146.0,-77.01287629999999,-12.124184800000002,10.0,1.0,1.0,1.0,False,800.0
3261,barranco,Alquilar,departamento,130.0,-77.0348168,-12.1222951,0.0,1.0,1.0,1.0,False,1100.0
3262,san isidro,Alquilar,departamento,88.0,-77.0380445,-12.1006103,26.0,2.0,3.0,1.0,False,155000.0
3263,san isidro,Comprar,departamento,182.0,-77.039,-12.106192358658245,45.0,1.0,2.0,0.0,False,433000.0
3264,lince,Alquilar,departamento,108.0,-77.0420125,-12.0834615,4.0,2.0,2.0,1.0,False,950.0
3265,lince,Alquilar,departamento,160.0,-77.04065,-12.091127309950387,4.0,2.0,2.0,1.0,False,240000.0
3266,barranco,Alquilar,departamento,390.0,-77.024788,-12.138036673403196,21.0,1.0,2.0,1.0,False,195000.0
3267,santiago de surco,Alquilar,departamento,40.0,-76.96011539999998,-12.1080795,13.0,2.0,3.0,1.0,False,125000.0
3268,santiago de surco,Comprar,departamento,110.0,-76.97191540000001,-12.097474499999999,10.0,3.0,3.0,1.0,False,220000.0
3269,santiago de surco,Comprar,departamento,92.0,-76.9785326,-12.0989504,14.0,2.0,3.0,1.0,False,125000.0
3270,miraflores,Comprar,departamento,97.0,-77.02282170000001,-12.1294115,10.0,2.0,2.0,1.0,False,150000.0
3271,surquillo,Comprar,departamento,103.0,-77.0013563,-12.118308,3.0,3.0,4.0,1.0,False,210000.0
3272,surquillo,Comprar,departamento,78.0,-77.02231040000001,-12.1133125,15.0,2.0,3.0,1.0,False,127000.0
3273,miraflores,Comprar,departamento,285.0,-77.0480023,-12.1124573,16.0,2.0,3.0,0.0,False,900000.0
3274,ate,Comprar,departamento,57.0,-76.983857,-12.0791853,13.0,2.0,3.0,1.0,False,433.0
3275,miraflores,Comprar,departamento,78.0,-77.0395121,-12.110063,6.0,3.0,2.0,2.0,False,215000.0
3276,san borja,Comprar,departamento,88.0,-76.99960659999998,-12.1034024,19.0,2.0,2.0,1.0,False,136000.0
3277,barranco,Alquilar,departamento,109.0,-77.01807209999998,-12.134376300000001,10.0,1.0,1.0,0.0,False,186000.0
3278,barranco,Alquilar,departamento,142.0,-77.01774230000002,-12.1411578,21.0,1.0,2.0,0.0,False,243000.0
3279,breña,Alquilar,departamento,127.0,-77.0516834,-12.057053,17.0,1.0,1.0,0.0,False,227000.0
3280,surquillo,Alquilar,departamento,90.0,-77.01333309999998,-12.0593725,14.0,0.0,3.0,1.0,False,192000.0
3281,surquillo,Alquilar,departamento,142.0,-77.0183826,-12.1050876,11.0,1.0,2.0,0.0,False,288000.0
3282,surquillo,Comprar,departamento,64.0,-77.0107946,-12.112319699999999,0.0,2.0,2.0,1.0,True,170000.0
3283,san juan de miraflores,Alquilar,departamento,50.0,-76.9570028,-12.038408500000001,4.0,1.0,1.0,0.0,False,120000.0
3284,los olivos,Comprar,casa,100.0,-77.0733356,-11.959120599999999,28.0,3.0,9.0,1.0,False,850.0
3285,surquillo,Alquilar,departamento,189.0,-76.9982768,-12.1124415,12.0,1.0,1.0,0.0,False,290000.0
3286,san luis,Alquilar,departamento,100.0,-76.9968942,-12.0756366,25.0,1.0,1.0,0.0,False,250000.0
3287,carabayllo,Comprar,casa,90.0,-77.07146689999998,-11.964761099999999,0.0,4.0,9.0,4.0,False,155000.0
3288,surquillo,Alquilar,departamento,620.0,-76.9976334,-12.1199675,13.0,1.0,1.0,0.0,False,2500.0
3289,la molina,Alquilar,departamento,302.0,-76.9530922,-12.070769699999998,0.0,3.0,3.0,1.0,False,630000.0
3290,surquillo,Alquilar,departamento,111.0,-77.00302599999998,-12.0925272,13.0,1.0,1.0,0.0,False,160000.0
3291,surquillo,Alquilar,departamento,86.0,-77.0259368,-12.118973800000001,10.0,1.0,1.0,0.0,False,105000.0
3292,surquillo,Alquilar,departamento,80.0,-77.0987011,-11.8491753,8.0,1.0,1.0,0.0,False,190000.0
3293,carabayllo,Comprar,casa,360.0,-77.0538234,-11.834719,10.0,3.0,5.0,1.0,False,400000.0
3294,santiago de surco,Comprar,casa,1208.0,-76.9738043,-12.094253199999999,29.0,4.0,4.0,2.0,False,9000.0
3295,surquillo,Alquilar,departamento,128.0,-77.01333309999998,-12.0593725,8.0,1.0,1.0,0.0,False,240000.0
3296,san martin de porres,Comprar,casa,151.0,-77.1069772,-11.9997489,20.0,2.0,6.0,0.0,False,285000.0
3297,comas,Comprar,departamento,306.0,-77.05770849999998,-11.9276007,6.0,1.0,2.0,1.0,False,640000.0
3298,comas,Alquilar,departamento,140.0,-77.05557449999998,-11.9290391,0.0,2.0,3.0,0.0,False,1285.0
3299,santiago de surco,Comprar,casa,217.0,-76.9880677,-12.1569543,38.0,1.0,3.0,0.0,False,370000.0
3300,surquillo,Comprar,departamento,80.0,-77.000314,-12.117830879552136,0.0,2.0,3.0,1.0,False,750.0
3301,miraflores,Comprar,departamento,300.0,-77.03418420000001,-12.1189009,3.0,2.0,2.0,2.0,False,1500.0
3302,santiago de surco,Comprar,casa,15.0,-76.96860799999999,-12.1133716,20.0,5.0,4.0,4.0,False,60175.0
3303,san isidro,Alquilar,departamento,356.0,-77.053218,-12.094774941606786,7.0,2.0,2.0,2.0,False,370000.0
3304,san borja,Comprar,departamento,118.0,-76.9847738978,-12.0953603747,0.0,3.0,3.0,1.0,False,225000.0
3305,jesus maria,Comprar,departamento,87.0,-77.0546615,-12.089982800000001,51.0,3.0,4.0,1.0,False,129000.0
3306,san borja,Comprar,departamento,88.0,-76.982857,-12.096978707017849,0.0,4.0,3.0,1.0,False,504.0
3307,san isidro,Comprar,departamento,81.0,-77.0452992,-12.0937697,1.0,3.0,3.0,3.0,False,130000.0
3308,miraflores,Comprar,departamento,496.0,-77.0357867,-12.1179536,3.0,2.0,2.0,1.0,False,900000.0
3309,jesus maria,Alquilar,departamento,9.0,-77.053359,-12.083467175784097,5.0,3.0,2.0,0.0,False,70000.0
3310,los olivos,Alquilar,departamento,32.0,-77.0690875,-12.0024237,0.0,2.0,3.0,1.0,False,366.244
3311,san martin de porres,Comprar,casa,220.0,-77.09008550000001,-12.0277788,51.0,4.0,4.0,1.0,False,732.489
3312,miraflores,Alquilar,departamento,93.0,-77.0258382,-12.123776699999999,10.0,1.0,1.0,1.0,False,1000.0
3313,los olivos,Comprar,casa,260.0,-77.07885329999998,-11.960729800000001,20.0,5.0,10.0,6.0,False,853.0
3314,comas,Alquilar,departamento,100.0,-77.05230569999998,-11.9265642,0.0,2.0,3.0,0.0,False,90000.0
3315,la victoria,Alquilar,departamento,55.0,-77.02577579999998,-12.0778694,1.0,2.0,3.0,1.0,False,95000.0
3316,ate,Comprar,departamento,78.0,-76.943587,-12.051505433488494,10.0,2.0,3.0,0.0,False,507.0
3317,miraflores,Comprar,departamento,260.0,-77.02809079999999,-12.1274769,7.0,1.0,1.0,0.0,False,1500.0
3318,miraflores,Alquilar,departamento,92.0,-77.0283695,-12.1313746,10.0,2.0,1.0,1.0,False,292.996
3319,lima,Alquilar,departamento,55.0,-77.0809405,-12.0502524,13.0,2.0,3.0,0.0,False,366.0
3320,san isidro,Alquilar,departamento,90.0,-77.03041567591856,-12.092579593979025,10.0,3.0,2.0,2.0,False,329.62
3321,ate,Alquilar,departamento,70.0,-76.98391869999998,-12.081958199999999,0.0,1.0,2.0,0.0,False,63000.0
3322,pueblo libre,Comprar,departamento,90.0,-77.0697895,-12.0766672,8.0,3.0,2.0,1.0,False,329.62
3323,miraflores,Alquilar,departamento,88.0,-77.0330532,-12.1275806,10.0,2.0,2.0,1.0,False,366.244
3324,miraflores,Alquilar,departamento,120.0,-77.0294397,-12.120654400000001,20.0,1.0,1.0,0.0,False,780.0
3325,miraflores,Alquilar,departamento,49.0,-77.029997,-12.113743876294976,0.0,1.0,1.0,0.0,False,120000.0
3326,miraflores,Comprar,casa,175.0,-77.0404348,-12.115522300000002,0.0,2.0,2.0,0.0,False,4000.0
3327,lince,Comprar,departamento,73.0,-77.0245692,-12.0819532,0.0,2.0,2.0,1.0,False,130000.0
3328,miraflores,Alquilar,departamento,120.0,-77.03585809999998,-12.123298599999998,26.0,2.0,3.0,0.0,False,900.0
3329,san borja,Comprar,departamento,68.0,-76.98179619999998,-12.105334800000001,0.0,3.0,3.0,2.0,False,85800.0
3330,santiago de surco,Comprar,departamento,89.0,-76.99163840000001,-12.1181504,0.0,4.0,3.0,2.0,False,120000.0
3331,miraflores,Alquilar,departamento,90.0,-77.036067,-12.1250504,8.0,4.0,3.0,2.0,False,663.0
3332,lince,Alquilar,departamento,341.0,-77.04768390000001,-12.0906272,15.0,2.0,3.0,0.0,False,3200.0
3333,san isidro,Comprar,departamento,60.0,-77.042536,-12.091852063186355,24.0,3.0,3.0,1.0,False,410.0
3334,santiago de surco,Comprar,departamento,80.0,-77.017169,-12.133265027737382,9.0,3.0,3.0,1.0,False,112000.0
3335,chorrillos,Alquilar,departamento,88.0,-77.0061479,-12.1802329,2.0,2.0,3.0,0.0,False,148000.0
3336,la molina,Comprar,casa,70.0,-76.92983890000002,-12.0898056,21.0,3.0,3.0,3.0,True,341.828
3337,villa maria del triunfo,Comprar,departamento,110.0,-76.95092259999998,-12.1752849,5.0,2.0,2.0,0.0,False,341.828
3338,santiago de surco,Comprar,departamento,30.0,-76.9789172,-12.113353300000002,0.0,4.0,3.0,2.0,False,400.0
3339,santiago de surco,Comprar,departamento,70.0,-76.98138879999998,-12.1175352,0.0,4.0,3.0,2.0,False,700.0
3340,santiago de surco,Comprar,departamento,66.0,-76.96860799999999,-12.1133716,0.0,2.0,3.0,0.0,False,710.0
3341,san isidro,Alquilar,departamento,265.0,-77.01178900000001,-12.107008727423539,15.0,1.0,2.0,0.0,False,493000.0
3342,villa maria del triunfo,Comprar,departamento,267.0,-76.95092259999998,-12.1752849,0.0,2.0,2.0,0.0,False,775000.0
3343,santiago de surco,Comprar,departamento,35.0,-76.9983,-12.122536250759367,0.0,3.0,4.0,2.0,False,151.381
3344,santiago de surco,Comprar,departamento,118.0,-76.9861892,-12.1461313,29.0,1.0,1.0,0.0,False,198000.0
3345,surquillo,Comprar,departamento,234.0,-77.01543520000001,-12.1182819,0.0,2.0,2.0,1.0,False,619000.0
3346,surquillo,Alquilar,departamento,150.0,-77.01543520000001,-12.1182819,0.0,2.0,3.0,1.0,False,1200.0
3347,pueblo libre,Alquilar,departamento,55.0,-77.05863149999998,-12.0672885,18.0,1.0,2.0,0.0,False,401.0
3348,san borja,Comprar,departamento,80.0,-77.00625169999998,-12.1002378,16.0,2.0,3.0,1.0,False,105000.0
3349,santiago de surco,Comprar,departamento,120.0,-76.97520329999998,-12.1162285,0.0,3.0,3.0,1.0,False,1000.0
3350,surquillo,Alquilar,departamento,300.0,-76.99661909999998,-12.111223800000001,13.0,1.0,1.0,0.0,False,800000.0
3351,santiago de surco,Comprar,departamento,10.0,-76.97520329999998,-12.1162285,0.0,3.0,2.0,1.0,False,732.489
3352,san borja,Comprar,departamento,30.0,-76.98021920000001,-12.1033978,0.0,4.0,3.0,1.0,False,354.036
3353,magdalena,Comprar,departamento,86.0,-77.0615382,-12.0969248,0.0,2.0,3.0,1.0,False,115000.0
3354,san borja,Comprar,departamento,180.0,-76.98021920000001,-12.1033978,0.0,4.0,3.0,1.0,False,2000.0
3355,san borja,Comprar,departamento,250.0,-76.98021920000001,-12.1033978,0.0,3.0,3.0,1.0,False,350000.0
3356,surquillo,Alquilar,departamento,1.0,-77.00531120000001,-12.1184589,1.0,0.0,2.0,0.0,False,42972.684
3357,rimac,Alquilar,departamento,180.0,-77.04301070000001,-12.0165855,0.0,2.0,2.0,1.0,False,4000.0
3358,san bartolo,Comprar,departamento,122.0,-76.789249,-12.385314780911925,2.0,2.0,3.0,2.0,False,230000.0
3359,santiago de surco,Comprar,departamento,160.0,-76.98989399999998,-12.156504,11.0,2.0,3.0,1.0,False,320000.0
3360,santiago de surco,Comprar,departamento,52.0,-76.980254,-12.114853991448856,25.0,4.0,3.0,3.0,False,561.0
3361,miraflores,Alquilar,departamento,202.0,-77.03109529999998,-12.1274739,0.0,1.0,1.0,0.0,False,370000.0
3362,la molina,Comprar,departamento,140.0,-76.95744049999998,-12.0686685,20.0,3.0,3.0,1.0,False,607.0
3363,santiago de surco,Comprar,departamento,63.0,-76.95868730000001,-12.1059542,0.0,2.0,3.0,1.0,False,112000.0
3364,miraflores,Comprar,departamento,51.0,-77.01609,-12.12631991720422,50.0,1.0,1.0,0.0,False,226.0
3365,miraflores,Comprar,departamento,133.0,-77.00786550000001,-12.128851300000001,40.0,2.0,3.0,1.0,False,225000.0
3366,san isidro,Alquilar,departamento,189.0,-77.03162929999998,-12.1035684,24.0,1.0,1.0,1.0,False,400000.0
3367,san borja,Comprar,departamento,167.0,-76.9935637,-12.105454199999999,0.0,1.0,3.0,0.0,False,255000.0
3368,santiago de surco,Comprar,departamento,300.0,-76.99244428261028,-12.11974669301565,9.893229,2.0,3.0,2.0,False,500000.0
3369,san miguel,Comprar,departamento,86.0,-77.08816759999998,-12.0267222,0.0,2.0,3.0,1.0,False,105000.0
3370,santiago de surco,Comprar,departamento,120.0,-77.0084512617065,-12.184891996372599,9.893229,4.0,4.0,2.0,False,115000.0
3371,miraflores,Alquilar,casa,320.0,-77.0040064,-12.1279433,18.0,5.0,5.0,2.0,False,550000.0
3372,lurigancho,Comprar,casa,65.0,-76.87809,-12.00194966520099,5.0,5.0,7.0,1.0,False,366.244
3373,santiago de surco,Comprar,casa,62.0,-76.963899,-12.1075323,30.0,6.0,5.0,2.0,False,700.0
3374,la molina,Comprar,casa,120.0,-76.90086204597169,-12.081148926708368,0.0,5.0,4.0,0.0,False,245000.0
3375,la molina,Comprar,casa,6009.0,-76.91238779999998,-12.0867354,0.0,5.0,4.0,2.0,False,4550000.0
3376,la molina,Comprar,casa,495.0,-76.91299407559556,-12.07620029751782,8.0,4.0,3.0,3.0,False,420000.0
3377,miraflores,Comprar,departamento,48.0,-77.03101600000001,-12.127258900000001,20.0,3.0,2.0,1.0,False,600.0
3378,la molina,Comprar,casa,214.0,-76.921964,-12.077398700363885,2.0,4.0,5.0,3.0,True,700000.0
3379,santiago de surco,Comprar,departamento,40.0,-76.9683541,-12.0924216,4.0,4.0,4.0,1.0,False,959.0
3380,la molina,Comprar,casa,120.0,-76.919996,-12.077652847240284,2.0,4.0,5.0,3.0,True,129969.0
3381,santiago de surco,Comprar,departamento,220.0,-76.98720959999999,-12.130251699999999,25.0,1.0,1.0,0.0,False,3500.0
3382,surquillo,Comprar,departamento,80.0,-77.01176,-12.115375025013234,0.0,3.0,3.0,1.0,False,816.0
3383,la molina,Alquilar,departamento,30.0,-76.9617458,-12.0664461,2.0,3.0,3.0,1.0,False,500.0
3384,la molina,Comprar,casa,80.0,-76.90086204597169,-12.081148926708368,15.0,5.0,5.0,2.0,False,459.0
3385,surquillo,Comprar,departamento,110.0,-77.011685,-12.115123267962346,0.0,2.0,3.0,1.0,False,610.407
3386,lima,Alquilar,casa,100.0,-77.07421020000001,-12.054373,0.0,4.0,7.0,1.0,False,1000.0
3387,surquillo,Alquilar,departamento,63.0,-77.008055,-12.118235323792545,7.0,1.0,1.0,0.0,False,85000.0
3388,santiago de surco,Comprar,departamento,150.0,-76.983225,-12.113323357316,8.0,3.0,3.0,1.0,False,816.0
3389,lince,Comprar,departamento,70.0,-77.03361029999998,-12.081289300000002,40.0,1.0,2.0,0.0,False,76960.171
3390,lince,Comprar,departamento,270.0,-77.03758549999999,-12.080687,5.0,2.0,3.0,1.0,False,500000.0
3391,san juan de lurigancho,Comprar,casa,90.0,-76.96216799999998,-12.098777499999999,22.0,1.0,2.0,0.0,False,100000.0
3392,surquillo,Alquilar,departamento,140.0,-77.00372309999999,-12.119591,0.0,1.0,2.0,0.0,False,125000.0
3393,santiago de surco,Alquilar,departamento,150.0,-76.96170759999998,-12.0854015,7.0,3.0,3.0,4.0,True,115000.0
3394,carabayllo,Comprar,casa,42.0,-77.0410012,-11.8938564,9.0,3.0,6.0,1.0,False,119000.0
3395,surquillo,Alquilar,departamento,117.0,-77.0194218,-12.109409,0.0,1.0,2.0,0.0,False,180000.0
3396,surquillo,Alquilar,departamento,177.0,-77.00372309999999,-12.119591,0.0,2.0,2.0,0.0,False,3174.119
3397,santiago de surco,Comprar,departamento,208.0,-76.98396770000001,-12.123599800000001,14.0,4.0,3.0,2.0,False,355000.0
3398,san borja,Comprar,departamento,250.0,-76.98405,-12.093121826854205,0.0,4.0,4.0,2.0,False,2800.0
3399,la molina,Comprar,casa,148.0,-76.9170106,-12.076746,3.0,5.0,4.0,4.0,False,298000.0
3400,la molina,Comprar,casa,80.0,-76.9170106,-12.076746,0.0,4.0,4.0,0.0,False,200000.0
3401,la molina,Comprar,casa,148.0,-76.909718,-12.077023365355352,1.0,6.0,4.0,3.0,True,298000.0
3402,santiago de surco,Comprar,departamento,71.0,-76.968294,-12.09890381681608,23.0,3.0,3.0,2.0,True,115000.0
3403,miraflores,Alquilar,departamento,300.0,-77.04799239311524,-12.112672822133822,7.0,3.0,2.0,1.0,False,1150000.0
3404,san isidro,Comprar,departamento,98.0,-77.05282840213013,-12.095410542920039,4.0,2.0,2.0,2.0,False,1000.0
3405,miraflores,Comprar,departamento,170.0,-77.048541,-12.111673432480488,15.0,1.0,2.0,1.0,False,1150.0
3406,barranco,Alquilar,departamento,41.0,-77.02102126745912,-12.136284603645803,0.0,1.0,1.0,0.0,False,440.0
3407,san borja,Comprar,departamento,63.0,-76.982609,-12.108606621118012,0.0,2.0,2.0,3.0,False,620.0
3408,santiago de surco,Comprar,departamento,40.0,-76.99166749999998,-12.1214359,0.0,3.0,4.0,1.0,False,366.244
3409,barranco,Alquilar,departamento,78.0,-77.02275519999998,-12.151977800000001,0.0,2.0,3.0,2.0,False,537.159
3410,santiago de surco,Comprar,departamento,225.0,-76.99835999999999,-12.122591048769529,0.0,3.0,3.0,2.0,False,160000.0
3411,san borja,Comprar,departamento,95.0,-76.997344,-12.103676142597035,0.0,3.0,2.0,2.0,False,1000.0
3412,surquillo,Alquilar,departamento,87.0,-77.0023251,-12.1173077,8.0,2.0,3.0,1.0,False,143000.0
3413,lince,Alquilar,departamento,160.0,-77.03030109999999,-12.0840788,0.0,2.0,3.0,0.0,False,1464.978
3414,magdalena,Alquilar,departamento,106.0,-77.0709672,-12.088961300000001,1.0,2.0,3.0,0.0,False,512.742
3415,santiago de surco,Comprar,departamento,71.0,-76.99616710000002,-12.1197231,0.0,3.0,3.0,2.0,False,108744.0
3416,miraflores,Alquilar,departamento,125.0,-77.0355388,-12.1249985,12.0,3.0,3.0,1.0,False,1050.0
3417,santiago de surco,Comprar,departamento,125.0,-76.95444350000001,-12.125922300000001,22.0,4.0,4.0,1.0,True,263000.0
3418,carabayllo,Comprar,casa,125.0,-77.03719670000001,-11.8238711,5.0,3.0,3.0,1.0,False,1250.0
3419,miraflores,Alquilar,departamento,125.0,-77.03186629999999,-12.1300843,10.0,2.0,3.0,1.0,False,200000.0
3420,miraflores,Alquilar,departamento,224.0,-77.0240072,-12.1272606,0.0,2.0,2.0,1.0,False,515000.0
3421,san borja,Comprar,departamento,194.0,-76.98768100000001,-12.08904358230555,10.0,2.0,3.0,2.0,False,2200.0
3422,santiago de surco,Comprar,departamento,117.0,-77.00962990000001,-12.1439665,5.0,2.0,3.0,1.0,False,119000.0
3423,miraflores,Alquilar,departamento,107.0,-77.01542380000001,-12.120462400000001,5.0,3.0,3.0,2.0,False,245000.0
3424,san isidro,Alquilar,departamento,106.0,-77.0149983,-12.107907,0.0,1.0,2.0,0.0,False,178000.0
3425,la molina,Comprar,departamento,115.0,-76.9401401,-12.1023941,0.0,4.0,3.0,2.0,False,816.0
3426,la molina,Comprar,departamento,186.0,-76.9401401,-12.1023941,0.0,4.0,3.0,1.0,False,4900.0
3427,ate,Comprar,departamento,69.0,-76.88975099999998,-12.0190599,10.0,2.0,3.0,1.0,False,100000.0
3428,miraflores,Alquilar,departamento,115.0,-77.03010239999998,-12.1054187,6.0,2.0,2.0,1.0,False,805.738
3429,jesus maria,Alquilar,departamento,80.0,-77.05151459999999,-12.0864719,0.0,3.0,3.0,1.0,False,120000.0
3430,la molina,Comprar,casa,174.0,-76.93739479999998,-12.111747900000001,11.0,5.0,6.0,2.0,False,395000.0
3431,comas,Alquilar,departamento,73.0,-77.05356979999998,-11.9306108,2.0,1.0,3.0,1.0,False,170000.0
3432,santiago de surco,Alquilar,departamento,105.0,-76.980198,-12.113636,11.0,4.0,3.0,2.0,False,195000.0
3433,san isidro,Comprar,casa,137.0,-77.019357,-12.099103900000001,27.0,6.0,6.0,3.0,False,185000.0
3434,lince,Comprar,departamento,266.0,-77.04000500000001,-12.089770103347993,1.0,2.0,2.0,0.0,False,3500.0
3435,la molina,Comprar,departamento,215.0,-76.933914,-12.112379241502357,24.0,3.0,3.0,1.0,False,1450.0
3436,magdalena,Alquilar,departamento,84.0,-77.0731161,-12.089318800000001,0.0,1.0,2.0,0.0,False,200000.0
3437,san miguel,Alquilar,departamento,64.0,-77.101954,-12.075032414357526,7.0,2.0,2.0,1.0,False,97035.0
3438,breña,Alquilar,departamento,64.0,-77.04780090000001,-12.0675153,10.0,2.0,2.0,1.0,False,97440.0
3439,santiago de surco,Comprar,departamento,84.0,-76.98424299999998,-12.132633300000002,2.0,1.0,2.0,1.0,False,126870.0
3440,breña,Comprar,departamento,98.0,-77.047381,-12.066937300000001,1.0,2.0,3.0,0.0,False,800.0
3441,la victoria,Comprar,departamento,115.0,-77.02125759999998,-12.0620927,41.0,1.0,2.0,0.0,False,1318.0
3442,san miguel,Alquilar,departamento,72.0,-77.0898145,-12.075136599999999,0.0,1.0,1.0,0.0,False,384.0
3443,villa el salvador,Comprar,casa,72.0,-76.91802170000001,-12.2331037,0.0,5.0,3.0,0.0,False,532.0
3444,magdalena,Comprar,departamento,108.0,-77.05623949999998,-12.0941823,35.0,2.0,2.0,0.0,False,89000.0
3445,barranco,Comprar,departamento,960.0,-77.0185679,-12.1488463,33.0,1.0,3.0,0.0,False,650000.0
3446,ate,Comprar,departamento,182.0,-76.980753,-12.080744712478651,0.0,3.0,3.0,1.0,False,305000.0
3447,villa maria del triunfo,Comprar,casa,139.0,-76.9521524,-12.1777083,0.0,2.0,3.0,1.0,False,320000.0
3448,surquillo,Alquilar,departamento,215.0,-77.0018847,-12.1234974,0.0,1.0,2.0,0.0,False,358000.0
3449,lince,Comprar,departamento,640.0,-77.029794,-12.087437991656179,6.0,2.0,3.0,1.0,False,500.0
3450,santa anita,Comprar,departamento,118.0,-76.9622188,-12.051703199999999,5.0,1.0,2.0,0.0,False,135000.0
3451,san isidro,Alquilar,departamento,181.0,-77.0350035,-12.107879800000001,30.0,1.0,1.0,1.0,False,520000.0
3452,miraflores,Alquilar,departamento,145.0,-77.0363739,-12.121301800000001,14.0,3.0,3.0,1.0,False,258000.0
3453,pueblo libre,Comprar,departamento,145.0,-77.0724958,-12.069371400000001,19.0,2.0,3.0,2.0,False,258000.0
3454,miraflores,Alquilar,departamento,170.0,-77.0263265,-12.122388,50.0,3.0,3.0,0.0,False,405000.0
3455,miraflores,Alquilar,departamento,130.0,-77.03300999999998,-12.126330000000001,12.0,0.0,0.0,1.0,False,950.0
3456,santiago de surco,Comprar,departamento,105.0,-76.96177089999998,-12.085127900000002,6.0,3.0,3.0,2.0,True,380000.0
3457,san isidro,Comprar,departamento,120.0,-77.0402332,-12.106513900000001,50.0,2.0,3.0,0.0,False,378.0
3458,pueblo libre,Alquilar,departamento,248.0,-77.06464759999999,-12.0819786,5.0,2.0,3.0,1.0,False,1789.0
3459,los olivos,Alquilar,departamento,147.0,-77.06587459999999,-11.994077,6.0,2.0,3.0,1.0,False,340000.0
3460,san isidro,Comprar,departamento,126.0,-77.0296474,-12.0958442,30.0,2.0,3.0,1.0,False,225000.0
3461,santiago de surco,Alquilar,departamento,75.0,-76.9884979,-12.139444099999999,0.0,2.0,3.0,1.0,False,665.0
3462,miraflores,Comprar,departamento,86.0,-77.021187,-12.1225375,14.0,2.0,3.0,2.0,False,130000.0
3463,surquillo,Alquilar,casa,164.0,-77.0252203,-12.1041326,30.0,2.0,3.0,1.0,False,215000.0
